global_index,domain,scene,answer_type,noisy_oracle_accuracy,noisy_oracle_error_rate,threshold,seed_mode,max_step,runner
124,wastesorting,01,human-proxy,0.0,0.0,0.8,random,50,ours
125,wastesorting,01,human-proxy,0.0,0.0,0.8,random,50,ours
126,wastesorting,01,human-proxy,0.0,0.0,0.8,random,50,ours
127,wastesorting,01,human-proxy,0.0,0.0,0.8,random,50,ours
128,wastesorting,01,human-proxy,0.0,0.0,0.8,random,50,ours
129,wastesorting,01,human-proxy,0.0,0.0,0.8,random,50,ours
130,wastesorting,01,human-proxy,0.0,0.0,0.8,random,50,ours
131,wastesorting,01,human-proxy,0.0,0.0,0.8,random,50,ours
132,wastesorting,01,human-proxy,0.0,0.0,0.8,random,50,ours
133,wastesorting,01,human-proxy,0.0,0.0,0.8,random,50,ours
134,wastesorting,01,human-proxy,0.0,0.0,0.8,random,50,ours
135,wastesorting,01,human-proxy,0.0,0.0,0.8,random,50,ours
136,wastesorting,01,human-proxy,0.0,0.0,0.8,random,50,ours
137,wastesorting,01,human-proxy,0.0,0.0,0.8,random,50,ours
138,wastesorting,01,human-proxy,0.0,0.0,0.8,random,50,ours
139,wastesorting,01,human-proxy,0.0,0.0,0.8,random,50,ours
140,wastesorting,01,human-proxy,0.0,0.0,0.8,random,50,ours
141,wastesorting,01,human-proxy,0.0,0.0,0.8,random,50,ours
142,wastesorting,01,human-proxy,0.0,0.0,0.8,random,50,ours
143,wastesorting,01,human-proxy,0.0,0.0,0.8,random,50,ours
144,wastesorting,01,human-proxy,0.0,0.0,0.8,random,50,ours
145,wastesorting,01,human-proxy,0.0,0.0,0.8,random,50,ours
146,wastesorting,01,human-proxy,0.0,0.0,0.8,random,50,ours
147,wastesorting,01,human-proxy,0.0,0.0,0.8,random,50,ours
148,wastesorting,01,human-proxy,0.0,0.0,0.8,random,50,ours
149,wastesorting,01,human-proxy,0.0,0.0,0.8,random,50,ours
150,wastesorting,01,human-proxy,0.0,0.0,0.8,random,50,ours
151,wastesorting,01,human-proxy,0.0,0.0,0.8,random,50,ours
152,wastesorting,01,human-proxy,0.0,0.0,0.8,random,50,ours
153,wastesorting,01,human-proxy,0.0,0.0,0.8,random,50,ours
154,wastesorting,01,human-proxy,0.0,0.0,0.8,random,50,ours
155,wastesorting,01,human-proxy,0.0,0.0,0.8,random,50,ours
156,wastesorting,01,human-proxy,0.0,0.0,0.8,random,50,ours
157,wastesorting,01,human-proxy,0.0,0.0,0.8,random,50,ours
158,wastesorting,01,human-proxy,0.0,0.0,0.8,random,50,ours
159,wastesorting,01,human-proxy,0.0,0.0,0.8,random,50,ours
160,wastesorting,01,human-proxy,0.0,0.0,0.8,random,50,ours
161,wastesorting,02,noisy-oracle,0.5,0.5,0.8,random,50,ours
162,wastesorting,02,noisy-oracle,0.5,0.5,0.8,random,50,ours
163,wastesorting,02,noisy-oracle,0.5,0.5,0.8,random,50,ours
164,wastesorting,02,noisy-oracle,0.5,0.5,0.8,random,50,ours
165,wastesorting,02,noisy-oracle,0.5,0.5,0.8,random,50,ours
166,wastesorting,02,noisy-oracle,0.5,0.5,0.8,random,50,ours
167,wastesorting,02,noisy-oracle,0.5,0.5,0.8,random,50,ours
168,wastesorting,02,noisy-oracle,0.5,0.5,0.8,random,50,ours
169,wastesorting,02,noisy-oracle,0.5,0.5,0.8,random,50,ours
170,wastesorting,02,noisy-oracle,0.5,0.5,0.8,random,50,ours
171,wastesorting,02,noisy-oracle,0.5,0.5,0.8,random,50,ours
172,wastesorting,02,noisy-oracle,0.5,0.5,0.8,random,50,ours
173,wastesorting,02,noisy-oracle,0.5,0.5,0.8,random,50,ours
174,wastesorting,02,noisy-oracle,0.5,0.5,0.8,random,50,ours
175,wastesorting,02,noisy-oracle,0.5,0.5,0.8,random,50,ours
176,wastesorting,02,noisy-oracle,0.5,0.5,0.8,random,50,ours
177,wastesorting,02,noisy-oracle,0.5,0.5,0.8,random,50,ours
178,wastesorting,02,noisy-oracle,0.5,0.5,0.8,random,50,ours
179,wastesorting,02,noisy-oracle,0.5,0.5,0.8,random,50,ours
180,wastesorting,02,noisy-oracle,0.5,0.5,0.8,random,50,ours
181,wastesorting,02,noisy-oracle,0.5,0.5,0.8,random,50,ours
182,wastesorting,02,noisy-oracle,0.5,0.5,0.8,random,50,ours
183,wastesorting,02,noisy-oracle,0.5,0.5,0.8,random,50,ours
184,wastesorting,02,noisy-oracle,0.5,0.5,0.8,random,50,ours
185,wastesorting,02,noisy-oracle,0.5,0.5,0.8,random,50,ours
186,wastesorting,02,noisy-oracle,0.5,0.5,0.8,random,50,ours
187,wastesorting,02,noisy-oracle,0.5,0.5,0.8,random,50,ours
188,wastesorting,02,noisy-oracle,0.5,0.5,0.8,random,50,ours
189,wastesorting,02,noisy-oracle,0.5,0.5,0.8,random,50,ours
190,wastesorting,02,noisy-oracle,0.5,0.5,0.8,random,50,ours
191,wastesorting,02,noisy-oracle,0.5,0.5,0.8,random,50,ours
192,wastesorting,02,noisy-oracle,0.5,0.5,0.8,random,50,ours
193,wastesorting,02,noisy-oracle,0.5,0.5,0.8,random,50,ours
194,wastesorting,02,noisy-oracle,0.5,0.5,0.8,random,50,ours
195,wastesorting,02,noisy-oracle,0.5,0.5,0.8,random,50,ours
196,wastesorting,02,noisy-oracle,0.5,0.5,0.8,random,50,ours
197,wastesorting,02,noisy-oracle,0.5,0.5,0.8,random,50,ours
198,wastesorting,02,noisy-oracle,0.5,0.5,0.8,random,50,ours
199,wastesorting,02,noisy-oracle,0.5,0.5,0.8,random,50,ours
200,wastesorting,02,noisy-oracle,0.5,0.5,0.8,random,50,ours
201,wastesorting,02,noisy-oracle,0.7,0.3,0.8,random,50,ours
202,wastesorting,02,noisy-oracle,0.7,0.3,0.8,random,50,ours
203,wastesorting,02,noisy-oracle,0.7,0.3,0.8,random,50,ours
204,wastesorting,02,noisy-oracle,0.7,0.3,0.8,random,50,ours
205,wastesorting,02,noisy-oracle,0.7,0.3,0.8,random,50,ours
206,wastesorting,02,noisy-oracle,0.7,0.3,0.8,random,50,ours
207,wastesorting,02,noisy-oracle,0.7,0.3,0.8,random,50,ours
208,wastesorting,02,noisy-oracle,0.7,0.3,0.8,random,50,ours
209,wastesorting,02,noisy-oracle,0.7,0.3,0.8,random,50,ours
210,wastesorting,02,noisy-oracle,0.7,0.3,0.8,random,50,ours
211,wastesorting,02,noisy-oracle,0.7,0.3,0.8,random,50,ours
212,wastesorting,02,noisy-oracle,0.7,0.3,0.8,random,50,ours
213,wastesorting,02,noisy-oracle,0.7,0.3,0.8,random,50,ours
214,wastesorting,02,noisy-oracle,0.7,0.3,0.8,random,50,ours
215,wastesorting,02,noisy-oracle,0.7,0.3,0.8,random,50,ours
216,wastesorting,02,noisy-oracle,0.7,0.3,0.8,random,50,ours
217,wastesorting,02,noisy-oracle,0.7,0.3,0.8,random,50,ours
218,wastesorting,02,noisy-oracle,0.7,0.3,0.8,random,50,ours
219,wastesorting,02,noisy-oracle,0.7,0.3,0.8,random,50,ours
220,wastesorting,02,noisy-oracle,0.7,0.3,0.8,random,50,ours
221,wastesorting,02,noisy-oracle,0.7,0.3,0.8,random,50,ours
222,wastesorting,02,noisy-oracle,0.7,0.3,0.8,random,50,ours
223,wastesorting,02,noisy-oracle,0.7,0.3,0.8,random,50,ours
224,wastesorting,02,noisy-oracle,0.7,0.3,0.8,random,50,ours
225,wastesorting,02,noisy-oracle,0.7,0.3,0.8,random,50,ours
226,wastesorting,02,noisy-oracle,0.7,0.3,0.8,random,50,ours
227,wastesorting,02,noisy-oracle,0.7,0.3,0.8,random,50,ours
228,wastesorting,02,noisy-oracle,0.7,0.3,0.8,random,50,ours
229,wastesorting,02,noisy-oracle,0.7,0.3,0.8,random,50,ours
230,wastesorting,02,noisy-oracle,0.7,0.3,0.8,random,50,ours
231,wastesorting,02,noisy-oracle,0.7,0.3,0.8,random,50,ours
232,wastesorting,02,noisy-oracle,0.7,0.3,0.8,random,50,ours
233,wastesorting,02,noisy-oracle,0.7,0.3,0.8,random,50,ours
234,wastesorting,02,noisy-oracle,0.7,0.3,0.8,random,50,ours
235,wastesorting,02,noisy-oracle,0.7,0.3,0.8,random,50,ours
236,wastesorting,02,noisy-oracle,0.7,0.3,0.8,random,50,ours
237,wastesorting,02,noisy-oracle,0.7,0.3,0.8,random,50,ours
238,wastesorting,02,noisy-oracle,0.7,0.3,0.8,random,50,ours
239,wastesorting,02,noisy-oracle,0.7,0.3,0.8,random,50,ours
240,wastesorting,02,noisy-oracle,0.7,0.3,0.8,random,50,ours
241,wastesorting,02,noisy-oracle,0.9,0.1,0.8,random,50,ours
242,wastesorting,02,noisy-oracle,0.9,0.1,0.8,random,50,ours
243,wastesorting,02,noisy-oracle,0.9,0.1,0.8,random,50,ours
244,wastesorting,02,noisy-oracle,0.9,0.1,0.8,random,50,ours
245,wastesorting,02,noisy-oracle,0.9,0.1,0.8,random,50,ours
246,wastesorting,02,noisy-oracle,0.9,0.1,0.8,random,50,ours
247,wastesorting,02,noisy-oracle,0.9,0.1,0.8,random,50,ours
248,wastesorting,02,noisy-oracle,0.9,0.1,0.8,random,50,ours
249,wastesorting,02,noisy-oracle,0.9,0.1,0.8,random,50,ours
250,wastesorting,02,noisy-oracle,0.9,0.1,0.8,random,50,ours
251,wastesorting,02,noisy-oracle,0.9,0.1,0.8,random,50,ours
252,wastesorting,02,noisy-oracle,0.9,0.1,0.8,random,50,ours
253,wastesorting,02,noisy-oracle,0.9,0.1,0.8,random,50,ours
254,wastesorting,02,noisy-oracle,0.9,0.1,0.8,random,50,ours
255,wastesorting,02,noisy-oracle,0.9,0.1,0.8,random,50,ours
256,wastesorting,02,noisy-oracle,0.9,0.1,0.8,random,50,ours
257,wastesorting,02,noisy-oracle,0.9,0.1,0.8,random,50,ours
258,wastesorting,02,noisy-oracle,0.9,0.1,0.8,random,50,ours
259,wastesorting,02,noisy-oracle,0.9,0.1,0.8,random,50,ours
260,wastesorting,02,noisy-oracle,0.9,0.1,0.8,random,50,ours
261,wastesorting,02,noisy-oracle,0.9,0.1,0.8,random,50,ours
262,wastesorting,02,noisy-oracle,0.9,0.1,0.8,random,50,ours
263,wastesorting,02,noisy-oracle,0.9,0.1,0.8,random,50,ours
264,wastesorting,02,noisy-oracle,0.9,0.1,0.8,random,50,ours
265,wastesorting,02,noisy-oracle,0.9,0.1,0.8,random,50,ours
266,wastesorting,02,noisy-oracle,0.9,0.1,0.8,random,50,ours
267,wastesorting,02,noisy-oracle,0.9,0.1,0.8,random,50,ours
268,wastesorting,02,noisy-oracle,0.9,0.1,0.8,random,50,ours
269,wastesorting,02,noisy-oracle,0.9,0.1,0.8,random,50,ours
270,wastesorting,02,noisy-oracle,0.9,0.1,0.8,random,50,ours
271,wastesorting,02,noisy-oracle,0.9,0.1,0.8,random,50,ours
272,wastesorting,02,noisy-oracle,0.9,0.1,0.8,random,50,ours
273,wastesorting,02,noisy-oracle,0.9,0.1,0.8,random,50,ours
274,wastesorting,02,noisy-oracle,0.9,0.1,0.8,random,50,ours
275,wastesorting,02,noisy-oracle,0.9,0.1,0.8,random,50,ours
276,wastesorting,02,noisy-oracle,0.9,0.1,0.8,random,50,ours
277,wastesorting,02,noisy-oracle,0.9,0.1,0.8,random,50,ours
278,wastesorting,02,noisy-oracle,0.9,0.1,0.8,random,50,ours
279,wastesorting,02,noisy-oracle,0.9,0.1,0.8,random,50,ours
280,wastesorting,02,noisy-oracle,0.9,0.1,0.8,random,50,ours
281,wastesorting,02,human-proxy,0.0,0.0,0.8,random,50,ours
282,wastesorting,02,human-proxy,0.0,0.0,0.8,random,50,ours
283,wastesorting,02,human-proxy,0.0,0.0,0.8,random,50,ours
284,wastesorting,02,human-proxy,0.0,0.0,0.8,random,50,ours
285,wastesorting,02,human-proxy,0.0,0.0,0.8,random,50,ours
286,wastesorting,02,human-proxy,0.0,0.0,0.8,random,50,ours
287,wastesorting,02,human-proxy,0.0,0.0,0.8,random,50,ours
288,wastesorting,02,human-proxy,0.0,0.0,0.8,random,50,ours
289,wastesorting,02,human-proxy,0.0,0.0,0.8,random,50,ours
290,wastesorting,02,human-proxy,0.0,0.0,0.8,random,50,ours
291,wastesorting,02,human-proxy,0.0,0.0,0.8,random,50,ours
292,wastesorting,02,human-proxy,0.0,0.0,0.8,random,50,ours
293,wastesorting,02,human-proxy,0.0,0.0,0.8,random,50,ours
294,wastesorting,02,human-proxy,0.0,0.0,0.8,random,50,ours
295,wastesorting,02,human-proxy,0.0,0.0,0.8,random,50,ours
296,wastesorting,02,human-proxy,0.0,0.0,0.8,random,50,ours
297,wastesorting,02,human-proxy,0.0,0.0,0.8,random,50,ours
298,wastesorting,02,human-proxy,0.0,0.0,0.8,random,50,ours
299,wastesorting,02,human-proxy,0.0,0.0,0.8,random,50,ours
300,wastesorting,02,human-proxy,0.0,0.0,0.8,random,50,ours
301,wastesorting,02,human-proxy,0.0,0.0,0.8,random,50,ours
302,wastesorting,02,human-proxy,0.0,0.0,0.8,random,50,ours
303,wastesorting,02,human-proxy,0.0,0.0,0.8,random,50,ours
304,wastesorting,02,human-proxy,0.0,0.0,0.8,random,50,ours
305,wastesorting,02,human-proxy,0.0,0.0,0.8,random,50,ours
306,wastesorting,02,human-proxy,0.0,0.0,0.8,random,50,ours
307,wastesorting,02,human-proxy,0.0,0.0,0.8,random,50,ours
308,wastesorting,02,human-proxy,0.0,0.0,0.8,random,50,ours
309,wastesorting,02,human-proxy,0.0,0.0,0.8,random,50,ours
310,wastesorting,02,human-proxy,0.0,0.0,0.8,random,50,ours
311,wastesorting,02,human-proxy,0.0,0.0,0.8,random,50,ours
312,wastesorting,02,human-proxy,0.0,0.0,0.8,random,50,ours
313,wastesorting,02,human-proxy,0.0,0.0,0.8,random,50,ours
314,wastesorting,02,human-proxy,0.0,0.0,0.8,random,50,ours
315,wastesorting,02,human-proxy,0.0,0.0,0.8,random,50,ours
316,wastesorting,02,human-proxy,0.0,0.0,0.8,random,50,ours
317,wastesorting,02,human-proxy,0.0,0.0,0.8,random,50,ours
318,wastesorting,02,human-proxy,0.0,0.0,0.8,random,50,ours
319,wastesorting,02,human-proxy,0.0,0.0,0.8,random,50,ours
320,wastesorting,02,human-proxy,0.0,0.0,0.8,random,50,ours
321,wastesorting,03,noisy-oracle,0.5,0.5,0.8,random,50,ours
322,wastesorting,03,noisy-oracle,0.5,0.5,0.8,random,50,ours
323,wastesorting,03,noisy-oracle,0.5,0.5,0.8,random,50,ours
324,wastesorting,03,noisy-oracle,0.5,0.5,0.8,random,50,ours
325,wastesorting,03,noisy-oracle,0.5,0.5,0.8,random,50,ours
326,wastesorting,03,noisy-oracle,0.5,0.5,0.8,random,50,ours
327,wastesorting,03,noisy-oracle,0.5,0.5,0.8,random,50,ours
328,wastesorting,03,noisy-oracle,0.5,0.5,0.8,random,50,ours
329,wastesorting,03,noisy-oracle,0.5,0.5,0.8,random,50,ours
330,wastesorting,03,noisy-oracle,0.5,0.5,0.8,random,50,ours
331,wastesorting,03,noisy-oracle,0.5,0.5,0.8,random,50,ours
332,wastesorting,03,noisy-oracle,0.5,0.5,0.8,random,50,ours
333,wastesorting,03,noisy-oracle,0.5,0.5,0.8,random,50,ours
334,wastesorting,03,noisy-oracle,0.5,0.5,0.8,random,50,ours
335,wastesorting,03,noisy-oracle,0.5,0.5,0.8,random,50,ours
336,wastesorting,03,noisy-oracle,0.5,0.5,0.8,random,50,ours
337,wastesorting,03,noisy-oracle,0.5,0.5,0.8,random,50,ours
338,wastesorting,03,noisy-oracle,0.5,0.5,0.8,random,50,ours
339,wastesorting,03,noisy-oracle,0.5,0.5,0.8,random,50,ours
340,wastesorting,03,noisy-oracle,0.5,0.5,0.8,random,50,ours
341,wastesorting,03,noisy-oracle,0.5,0.5,0.8,random,50,ours
342,wastesorting,03,noisy-oracle,0.5,0.5,0.8,random,50,ours
343,wastesorting,03,noisy-oracle,0.5,0.5,0.8,random,50,ours
344,wastesorting,03,noisy-oracle,0.5,0.5,0.8,random,50,ours
345,wastesorting,03,noisy-oracle,0.5,0.5,0.8,random,50,ours
346,wastesorting,03,noisy-oracle,0.5,0.5,0.8,random,50,ours
347,wastesorting,03,noisy-oracle,0.5,0.5,0.8,random,50,ours
348,wastesorting,03,noisy-oracle,0.5,0.5,0.8,random,50,ours
349,wastesorting,03,noisy-oracle,0.5,0.5,0.8,random,50,ours
350,wastesorting,03,noisy-oracle,0.5,0.5,0.8,random,50,ours
351,wastesorting,03,noisy-oracle,0.5,0.5,0.8,random,50,ours
352,wastesorting,03,noisy-oracle,0.5,0.5,0.8,random,50,ours
353,wastesorting,03,noisy-oracle,0.5,0.5,0.8,random,50,ours
354,wastesorting,03,noisy-oracle,0.5,0.5,0.8,random,50,ours
355,wastesorting,03,noisy-oracle,0.5,0.5,0.8,random,50,ours
356,wastesorting,03,noisy-oracle,0.5,0.5,0.8,random,50,ours
357,wastesorting,03,noisy-oracle,0.5,0.5,0.8,random,50,ours
358,wastesorting,03,noisy-oracle,0.5,0.5,0.8,random,50,ours
359,wastesorting,03,noisy-oracle,0.5,0.5,0.8,random,50,ours
360,wastesorting,03,noisy-oracle,0.5,0.5,0.8,random,50,ours
361,wastesorting,03,noisy-oracle,0.7,0.3,0.8,random,50,ours
362,wastesorting,03,noisy-oracle,0.7,0.3,0.8,random,50,ours
363,wastesorting,03,noisy-oracle,0.7,0.3,0.8,random,50,ours
364,wastesorting,03,noisy-oracle,0.7,0.3,0.8,random,50,ours
365,wastesorting,03,noisy-oracle,0.7,0.3,0.8,random,50,ours
366,wastesorting,03,noisy-oracle,0.7,0.3,0.8,random,50,ours
367,wastesorting,03,noisy-oracle,0.7,0.3,0.8,random,50,ours
368,wastesorting,03,noisy-oracle,0.7,0.3,0.8,random,50,ours
369,wastesorting,03,noisy-oracle,0.7,0.3,0.8,random,50,ours
370,wastesorting,03,noisy-oracle,0.7,0.3,0.8,random,50,ours
371,wastesorting,03,noisy-oracle,0.7,0.3,0.8,random,50,ours
372,wastesorting,03,noisy-oracle,0.7,0.3,0.8,random,50,ours
373,wastesorting,03,noisy-oracle,0.7,0.3,0.8,random,50,ours
374,wastesorting,03,noisy-oracle,0.7,0.3,0.8,random,50,ours
375,wastesorting,03,noisy-oracle,0.7,0.3,0.8,random,50,ours
376,wastesorting,03,noisy-oracle,0.7,0.3,0.8,random,50,ours
377,wastesorting,03,noisy-oracle,0.7,0.3,0.8,random,50,ours
378,wastesorting,03,noisy-oracle,0.7,0.3,0.8,random,50,ours
379,wastesorting,03,noisy-oracle,0.7,0.3,0.8,random,50,ours
