domain,scene,seed,reference,comparison,reference_source,comparison_source,reference_success,comparison_success,questions_delta,steps_delta,seconds_delta,reward_delta
wastesorting,02,1684512935,ours,value_what,experiments_logs/analysis_recent/when_what_mechanisms_20260921/00_raw/wastesorting/scene_02/ours/run_12_seed_1684512935/exp_wastesorting_20260921_014342_442168.txt,experiments_logs/analysis_recent/when_what_mechanisms_20260921/00_raw/wastesorting/scene_02/value_what/run_12_seed_1684512935/exp_wastesorting_20260921_042800_803800.txt,1,1,-6.0,0.0,-2.1077000000000004,0.0
wastesorting,02,1859675682,ours,value_what,experiments_logs/analysis_recent/when_what_mechanisms_20260921/00_raw/wastesorting/scene_02/ours/run_32_seed_1859675682/exp_wastesorting_20260921_014410_561261.txt,experiments_logs/analysis_recent/when_what_mechanisms_20260921/00_raw/wastesorting/scene_02/value_what/run_32_seed_1859675682/exp_wastesorting_20260921_042901_974205.txt,1,1,-2.0,-1.0,-1.1105,-15.0
wastesorting,02,1960486937,ours,value_what,experiments_logs/analysis_recent/when_what_mechanisms_20260921/00_raw/wastesorting/scene_02/ours/run_18_seed_1960486937/exp_wastesorting_20260921_014350_678636.txt,experiments_logs/analysis_recent/when_what_mechanisms_20260921/00_raw/wastesorting/scene_02/value_what/run_18_seed_1960486937/exp_wastesorting_20260921_042818_660913.txt,1,1,-6.0,-1.0,-1.7119,-15.0
wastesorting,02,2006819571,ours,value_what,experiments_logs/analysis_recent/when_what_mechanisms_20260921/00_raw/wastesorting/scene_02/ours/run_30_seed_2006819571/exp_wastesorting_20260921_014407_606442.txt,experiments_logs/analysis_recent/when_what_mechanisms_20260921/00_raw/wastesorting/scene_02/value_what/run_30_seed_2006819571/exp_wastesorting_20260921_042856_385442.txt,1,1,-5.0,0.0,-1.6531000000000002,0.0
wastesorting,02,2156641990,ours,value_what,experiments_logs/analysis_recent/when_what_mechanisms_20260921/00_raw/wastesorting/scene_02/ours/run_01_seed_2156641990/exp_wastesorting_20260921_014326_506358.txt,experiments_logs/analysis_recent/when_what_mechanisms_20260921/00_raw/wastesorting/scene_02/value_what/run_01_seed_2156641990/exp_wastesorting_20260921_042725_046482.txt,1,1,-1.0,0.0,-1.2707000000000002,0.0
wastesorting,02,2175442287,ours,value_what,experiments_logs/analysis_recent/when_what_mechanisms_20260921/00_raw/wastesorting/scene_02/ours/run_20_seed_2175442287/exp_wastesorting_20260921_014353_488618.txt,experiments_logs/analysis_recent/when_what_mechanisms_20260921/00_raw/wastesorting/scene_02/value_what/run_20_seed_2175442287/exp_wastesorting_20260921_042824_980866.txt,1,1,-4.0,0.0,-1.4083999999999999,0.0
wastesorting,02,2226175700,ours,value_what,experiments_logs/analysis_recent/when_what_mechanisms_20260921/00_raw/wastesorting/scene_02/ours/run_39_seed_2226175700/exp_wastesorting_20260921_014420_411717.txt,experiments_logs/analysis_recent/when_what_mechanisms_20260921/00_raw/wastesorting/scene_02/value_what/run_39_seed_2226175700/exp_wastesorting_20260921_042923_015939.txt,1,1,-7.0,0.0,-1.6508,0.0
wastesorting,02,2314118130,ours,value_what,experiments_logs/analysis_recent/when_what_mechanisms_20260921/00_raw/wastesorting/scene_02/ours/run_09_seed_2314118130/exp_wastesorting_20260921_014337_789816.txt,experiments_logs/analysis_recent/when_what_mechanisms_20260921/00_raw/wastesorting/scene_02/value_what/run_09_seed_2314118130/exp_wastesorting_20260921_042750_129153.txt,1,1,-7.0,-1.0,-1.8361,-20.0
wastesorting,02,2497538083,ours,value_what,experiments_logs/analysis_recent/when_what_mechanisms_20260921/00_raw/wastesorting/scene_02/ours/run_22_seed_2497538083/exp_wastesorting_20260921_014356_351029.txt,experiments_logs/analysis_recent/when_what_mechanisms_20260921/00_raw/wastesorting/scene_02/value_what/run_22_seed_2497538083/exp_wastesorting_20260921_042830_592878.txt,1,1,-4.0,0.0,-1.4409,0.0
wastesorting,02,2628956077,ours,value_what,experiments_logs/analysis_recent/when_what_mechanisms_20260921/00_raw/wastesorting/scene_02/ours/run_07_seed_2628956077/exp_wastesorting_20260921_014334_954988.txt,experiments_logs/analysis_recent/when_what_mechanisms_20260921/00_raw/wastesorting/scene_02/value_what/run_07_seed_2628956077/exp_wastesorting_20260921_042743_635933.txt,1,1,-11.0,-1.0,-2.6657,-15.0
wastesorting,02,2679542969,ours,value_what,experiments_logs/analysis_recent/when_what_mechanisms_20260921/00_raw/wastesorting/scene_02/ours/run_37_seed_2679542969/exp_wastesorting_20260921_014417_669795.txt,experiments_logs/analysis_recent/when_what_mechanisms_20260921/00_raw/wastesorting/scene_02/value_what/run_37_seed_2679542969/exp_wastesorting_20260921_042916_739634.txt,1,1,-2.0,0.0,-1.2123000000000004,0.0
wastesorting,02,2681088983,ours,value_what,experiments_logs/analysis_recent/when_what_mechanisms_20260921/00_raw/wastesorting/scene_02/ours/run_33_seed_2681088983/exp_wastesorting_20260921_014411_988672.txt,experiments_logs/analysis_recent/when_what_mechanisms_20260921/00_raw/wastesorting/scene_02/value_what/run_33_seed_2681088983/exp_wastesorting_20260921_042904_671860.txt,1,1,-4.0,0.0,-1.2683,0.0
wastesorting,02,2903446598,ours,value_what,experiments_logs/analysis_recent/when_what_mechanisms_20260921/00_raw/wastesorting/scene_02/ours/run_34_seed_2903446598/exp_wastesorting_20260921_014413_479356.txt,experiments_logs/analysis_recent/when_what_mechanisms_20260921/00_raw/wastesorting/scene_02/value_what/run_34_seed_2903446598/exp_wastesorting_20260921_042908_114859.txt,1,1,-6.0,0.0,-1.9432000000000003,0.0
wastesorting,02,3041513348,ours,value_what,experiments_logs/analysis_recent/when_what_mechanisms_20260921/00_raw/wastesorting/scene_02/ours/run_28_seed_3041513348/exp_wastesorting_20260921_014404_821644.txt,experiments_logs/analysis_recent/when_what_mechanisms_20260921/00_raw/wastesorting/scene_02/value_what/run_28_seed_3041513348/exp_wastesorting_20260921_042850_875622.txt,1,1,-3.0,-1.0,-1.5417,-20.0
wastesorting,02,3100998094,ours,value_what,experiments_logs/analysis_recent/when_what_mechanisms_20260921/00_raw/wastesorting/scene_02/ours/run_29_seed_3100998094/exp_wastesorting_20260921_014406_217033.txt,experiments_logs/analysis_recent/when_what_mechanisms_20260921/00_raw/wastesorting/scene_02/value_what/run_29_seed_3100998094/exp_wastesorting_20260921_042853_351451.txt,1,1,-2.0,0.0,-1.0791,0.0
wastesorting,02,3132007216,ours,value_what,experiments_logs/analysis_recent/when_what_mechanisms_20260921/00_raw/wastesorting/scene_02/ours/run_14_seed_3132007216/exp_wastesorting_20260921_014345_232461.txt,experiments_logs/analysis_recent/when_what_mechanisms_20260921/00_raw/wastesorting/scene_02/value_what/run_14_seed_3132007216/exp_wastesorting_20260921_042806_778637.txt,1,1,-4.0,0.0,-1.5533000000000001,0.0
wastesorting,02,3361930932,ours,value_what,experiments_logs/analysis_recent/when_what_mechanisms_20260921/00_raw/wastesorting/scene_02/ours/run_36_seed_3361930932/exp_wastesorting_20260921_014416_285199.txt,experiments_logs/analysis_recent/when_what_mechanisms_20260921/00_raw/wastesorting/scene_02/value_what/run_36_seed_3361930932/exp_wastesorting_20260921_042914_130268.txt,1,1,-6.0,0.0,-1.3437000000000001,0.0
