global_index,baseline,domain,scene,iteration,seed,max_steps,n_simulations,max_depth,query_cost,answer_accuracy,prompt_version,qhat,temperature,expert,status,log_path
64,query_action_pomcp,tomato,02,24,2567273034,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_02_step50/query_as_action
65,query_action_pomcp,tomato,02,25,3815863427,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_02_step50/query_as_action
66,query_action_pomcp,tomato,02,26,2421989875,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_02_step50/query_as_action
67,query_action_pomcp,tomato,02,27,790979284,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_02_step50/query_as_action
68,query_action_pomcp,tomato,02,28,484948157,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_02_step50/query_as_action
69,query_action_pomcp,tomato,02,29,2138595888,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_02_step50/query_as_action
70,query_action_pomcp,tomato,02,30,63773712,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_02_step50/query_as_action
71,query_action_pomcp,tomato,02,31,3662297998,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_02_step50/query_as_action
72,query_action_pomcp,tomato,02,32,3249674493,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_02_step50/query_as_action
73,query_action_pomcp,tomato,02,33,4007070013,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_02_step50/query_as_action
74,query_action_pomcp,tomato,02,34,2886041855,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_02_step50/query_as_action
75,query_action_pomcp,tomato,02,35,2293168667,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_02_step50/query_as_action
76,query_action_pomcp,tomato,02,36,3887351210,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_02_step50/query_as_action
77,query_action_pomcp,tomato,02,37,2318091321,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_02_step50/query_as_action
78,query_action_pomcp,tomato,02,38,1919828458,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_02_step50/query_as_action
79,query_action_pomcp,tomato,02,39,1477592928,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_02_step50/query_as_action
80,query_action_pomcp,tomato,02,40,742004455,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_02_step50/query_as_action
81,query_action_pomcp,tomato,03,1,2973460405,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_03_step50/query_as_action
82,query_action_pomcp,tomato,03,2,2984508209,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_03_step50/query_as_action
83,query_action_pomcp,tomato,03,3,3328359470,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_03_step50/query_as_action
84,query_action_pomcp,tomato,03,4,2542173252,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_03_step50/query_as_action
85,query_action_pomcp,tomato,03,5,1895575310,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_03_step50/query_as_action
86,query_action_pomcp,tomato,03,6,3142806667,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_03_step50/query_as_action
87,query_action_pomcp,tomato,03,7,1700967682,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_03_step50/query_as_action
88,query_action_pomcp,tomato,03,8,3374813224,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_03_step50/query_as_action
89,query_action_pomcp,tomato,03,9,2230064310,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_03_step50/query_as_action
90,query_action_pomcp,tomato,03,10,2370079434,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_03_step50/query_as_action
91,query_action_pomcp,tomato,03,11,3620707437,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_03_step50/query_as_action
92,query_action_pomcp,tomato,03,12,1447435166,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_03_step50/query_as_action
93,query_action_pomcp,tomato,03,13,975151081,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_03_step50/query_as_action
94,query_action_pomcp,tomato,03,14,3909183007,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_03_step50/query_as_action
95,query_action_pomcp,tomato,03,15,3611211411,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_03_step50/query_as_action
96,query_action_pomcp,tomato,03,16,1454289978,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_03_step50/query_as_action
97,query_action_pomcp,tomato,03,17,3631765459,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_03_step50/query_as_action
98,query_action_pomcp,tomato,03,18,1005437090,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_03_step50/query_as_action
99,query_action_pomcp,tomato,03,19,2107246049,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_03_step50/query_as_action
100,query_action_pomcp,tomato,03,20,2559286479,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_03_step50/query_as_action
101,query_action_pomcp,tomato,03,21,3814785464,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_03_step50/query_as_action
102,query_action_pomcp,tomato,03,22,1252332960,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_03_step50/query_as_action
103,query_action_pomcp,tomato,03,23,4008873019,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_03_step50/query_as_action
104,query_action_pomcp,tomato,03,24,1627605610,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_03_step50/query_as_action
105,query_action_pomcp,tomato,03,25,2197107180,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_03_step50/query_as_action
106,query_action_pomcp,tomato,03,26,70087057,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_03_step50/query_as_action
107,query_action_pomcp,tomato,03,27,8630651,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_03_step50/query_as_action
108,query_action_pomcp,tomato,03,28,657498695,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_03_step50/query_as_action
109,query_action_pomcp,tomato,03,29,1193704404,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_03_step50/query_as_action
110,query_action_pomcp,tomato,03,30,1712963344,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_03_step50/query_as_action
111,query_action_pomcp,tomato,03,31,1016817503,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_03_step50/query_as_action
112,query_action_pomcp,tomato,03,32,4252591664,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_03_step50/query_as_action
113,query_action_pomcp,tomato,03,33,2630779126,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_03_step50/query_as_action
114,query_action_pomcp,tomato,03,34,822900858,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_03_step50/query_as_action
115,query_action_pomcp,tomato,03,35,604486275,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_03_step50/query_as_action
116,query_action_pomcp,tomato,03,36,522031486,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_03_step50/query_as_action
117,query_action_pomcp,tomato,03,37,2184183196,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_03_step50/query_as_action
118,query_action_pomcp,tomato,03,38,2418572032,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_03_step50/query_as_action
119,query_action_pomcp,tomato,03,39,2436888965,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_03_step50/query_as_action
120,query_action_pomcp,tomato,03,40,598183825,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_03_step50/query_as_action
121,query_action_pomcp,tomato,04,1,1589093347,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_04_step50/query_as_action
122,query_action_pomcp,tomato,04,2,712937450,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_04_step50/query_as_action
123,query_action_pomcp,tomato,04,3,3614412854,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_04_step50/query_as_action
124,query_action_pomcp,tomato,04,4,2390740933,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_04_step50/query_as_action
125,query_action_pomcp,tomato,04,5,2642505031,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_04_step50/query_as_action
126,query_action_pomcp,tomato,04,6,442300768,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_04_step50/query_as_action
127,query_action_pomcp,tomato,04,7,3661502133,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_04_step50/query_as_action
128,query_action_pomcp,tomato,04,8,236854069,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_04_step50/query_as_action
129,query_action_pomcp,tomato,04,9,2387734993,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_04_step50/query_as_action
130,query_action_pomcp,tomato,04,10,321661848,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_04_step50/query_as_action
131,query_action_pomcp,tomato,04,11,2993320002,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_04_step50/query_as_action
132,query_action_pomcp,tomato,04,12,1109362184,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_04_step50/query_as_action
133,query_action_pomcp,tomato,04,13,3815955531,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_04_step50/query_as_action
134,query_action_pomcp,tomato,04,14,2941533860,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_04_step50/query_as_action
135,query_action_pomcp,tomato,04,15,2020323328,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_04_step50/query_as_action
136,query_action_pomcp,tomato,04,16,3712541616,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_04_step50/query_as_action
137,query_action_pomcp,tomato,04,17,3169457126,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_04_step50/query_as_action
138,query_action_pomcp,tomato,04,18,3948166740,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_04_step50/query_as_action
139,query_action_pomcp,tomato,04,19,1552731229,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_04_step50/query_as_action
140,query_action_pomcp,tomato,04,20,1337586660,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_04_step50/query_as_action
141,query_action_pomcp,tomato,04,21,56491935,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_04_step50/query_as_action
142,query_action_pomcp,tomato,04,22,2771536334,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_04_step50/query_as_action
143,query_action_pomcp,tomato,04,23,3227930555,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_04_step50/query_as_action
144,query_action_pomcp,tomato,04,24,740609622,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_04_step50/query_as_action
145,query_action_pomcp,tomato,04,25,218967378,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_04_step50/query_as_action
146,query_action_pomcp,tomato,04,26,1040908402,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_04_step50/query_as_action
147,query_action_pomcp,tomato,04,27,2220313702,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_04_step50/query_as_action
148,query_action_pomcp,tomato,04,28,168160880,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_04_step50/query_as_action
149,query_action_pomcp,tomato,04,29,3141647287,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_04_step50/query_as_action
150,query_action_pomcp,tomato,04,30,2135663053,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_04_step50/query_as_action
151,query_action_pomcp,tomato,04,31,2392905031,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_04_step50/query_as_action
152,query_action_pomcp,tomato,04,32,3372736775,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_04_step50/query_as_action
153,query_action_pomcp,tomato,04,33,3386497120,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_04_step50/query_as_action
154,query_action_pomcp,tomato,04,34,1167440852,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_04_step50/query_as_action
155,query_action_pomcp,tomato,04,35,222360660,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_04_step50/query_as_action
156,query_action_pomcp,tomato,04,36,216321642,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_04_step50/query_as_action
