global_index,domain,threshold,scene,seed_mode
387,tomato,1.0,5,random
388,tomato,1.0,5,random
389,tomato,1.0,5,random
390,tomato,1.0,5,random
391,tomato,1.0,5,random
392,tomato,1.0,5,random
393,tomato,1.0,5,random
394,tomato,1.0,5,random
395,tomato,1.0,5,random
396,tomato,1.0,5,random
397,tomato,1.0,5,random
398,tomato,1.0,5,random
399,tomato,1.0,5,random
400,tomato,1.0,5,random
