measure,description,domain_panel,direction,test_family,test,comparison,n,C1_mean,C1_sd,C2_mean,C2_sd,C3_mean,C3_sd,C4_mean,C4_sd,C5_mean,C5_sd,statistic,df,p,p_holm,effect_size,mean_difference,median_difference
NASA_N2_physical,NASA-TLX physical demand,토마토 수확,lower,planned,Wilcoxon signed-rank exact,C3-C1,2,1.5,1.16775,1.25,0.621582,1.33333,0.887625,1.25,0.621582,1.25,0.621582,0,,0.5,1,-1,-0.166667,-1
NASA_N2_physical,NASA-TLX physical demand,토마토 수확,lower,planned,Wilcoxon signed-rank exact,C3-C2,1,1.5,1.16775,1.25,0.621582,1.33333,0.887625,1.25,0.621582,1.25,0.621582,0,,1,1,1,0.0833333,1
NASA_N2_physical,NASA-TLX physical demand,토마토 수확,lower,planned,Wilcoxon signed-rank exact,C3-C5,1,1.5,1.16775,1.25,0.621582,1.33333,0.887625,1.25,0.621582,1.25,0.621582,0,,1,1,1,0.0833333,1
NASA_N2_physical,NASA-TLX physical demand,토마토 수확,lower,planned,Wilcoxon signed-rank exact,C4-C1,2,1.5,1.16775,1.25,0.621582,1.33333,0.887625,1.25,0.621582,1.25,0.621582,0,,0.5,1,-1,-0.25,-1.5
NASA_N2_physical,NASA-TLX physical demand,토마토 수확,lower,planned,Wilcoxon signed-rank exact,C4-C2,0,1.5,1.16775,1.25,0.621582,1.33333,0.887625,1.25,0.621582,1.25,0.621582,0,,1,1,0,0,0
NASA_N2_physical,NASA-TLX physical demand,토마토 수확,lower,planned,Wilcoxon signed-rank exact,C4-C3,1,1.5,1.16775,1.25,0.621582,1.33333,0.887625,1.25,0.621582,1.25,0.621582,0,,1,1,-1,-0.0833333,-1
NASA_N2_physical,NASA-TLX physical demand,토마토 수확,lower,planned,Wilcoxon signed-rank exact,C4-C5,0,1.5,1.16775,1.25,0.621582,1.33333,0.887625,1.25,0.621582,1.25,0.621582,0,,1,1,0,0,0
NASA_N2_physical,NASA-TLX physical demand,분리수거,lower,planned,Friedman,C1-C5,12,1.5,1.16775,1.16667,0.389249,1.66667,1.37069,1.5,1.16775,1.41667,1.1645,3.31034,4,0.507295,,0.0689655,,
NASA_N2_physical,NASA-TLX physical demand,분리수거,lower,planned,Wilcoxon signed-rank exact,C3-C1,2,1.5,1.16775,1.16667,0.389249,1.66667,1.37069,1.5,1.16775,1.41667,1.1645,1,,1,1,0.333333,0.166667,1
NASA_N2_physical,NASA-TLX physical demand,분리수거,lower,planned,Wilcoxon signed-rank exact,C3-C2,2,1.5,1.16775,1.16667,0.389249,1.66667,1.37069,1.5,1.16775,1.41667,1.1645,0,,0.5,1,1,0.5,3
NASA_N2_physical,NASA-TLX physical demand,분리수거,lower,planned,Wilcoxon signed-rank exact,C3-C5,2,1.5,1.16775,1.16667,0.389249,1.66667,1.37069,1.5,1.16775,1.41667,1.1645,0,,0.5,1,1,0.25,1.5
NASA_N2_physical,NASA-TLX physical demand,분리수거,lower,planned,Wilcoxon signed-rank exact,C4-C1,2,1.5,1.16775,1.16667,0.389249,1.66667,1.37069,1.5,1.16775,1.41667,1.1645,1.5,,1,1,0,0,0
NASA_N2_physical,NASA-TLX physical demand,분리수거,lower,planned,Wilcoxon signed-rank exact,C4-C2,4,1.5,1.16775,1.16667,0.389249,1.66667,1.37069,1.5,1.16775,1.41667,1.1645,2,,0.5,1,0.6,0.333333,1
NASA_N2_physical,NASA-TLX physical demand,분리수거,lower,planned,Wilcoxon signed-rank exact,C4-C3,3,1.5,1.16775,1.16667,0.389249,1.66667,1.37069,1.5,1.16775,1.41667,1.1645,1.5,,0.75,1,-0.5,-0.166667,-1
NASA_N2_physical,NASA-TLX physical demand,분리수거,lower,planned,Wilcoxon signed-rank exact,C4-C5,1,1.5,1.16775,1.16667,0.389249,1.66667,1.37069,1.5,1.16775,1.41667,1.1645,0,,1,1,1,0.0833333,1
NASA_N2_physical,NASA-TLX physical demand,통합,lower,planned,Friedman,C1-C5,12,1.5,1.14812,1.20833,0.498102,1.5,1.066,1.375,0.856128,1.33333,0.86164,6.70769,4,0.152166,,0.139744,,
NASA_N2_physical,NASA-TLX physical demand,통합,lower,planned,Wilcoxon signed-rank exact,C3-C1,3,1.5,1.14812,1.20833,0.498102,1.5,1.066,1.375,0.856128,1.33333,0.86164,3,,1,1,0,0,-0.5
NASA_N2_physical,NASA-TLX physical demand,통합,lower,planned,Wilcoxon signed-rank exact,C3-C2,2,1.5,1.14812,1.20833,0.498102,1.5,1.066,1.375,0.856128,1.33333,0.86164,0,,0.5,1,1,0.291667,1.75
NASA_N2_physical,NASA-TLX physical demand,통합,lower,planned,Wilcoxon signed-rank exact,C3-C5,3,1.5,1.14812,1.20833,0.498102,1.5,1.066,1.375,0.856128,1.33333,0.86164,0,,0.25,1,1,0.166667,0.5
NASA_N2_physical,NASA-TLX physical demand,통합,lower,planned,Wilcoxon signed-rank exact,C4-C1,2,1.5,1.14812,1.20833,0.498102,1.5,1.066,1.375,0.856128,1.33333,0.86164,0,,0.5,1,-1,-0.125,-0.75
NASA_N2_physical,NASA-TLX physical demand,통합,lower,planned,Wilcoxon signed-rank exact,C4-C2,4,1.5,1.14812,1.20833,0.498102,1.5,1.066,1.375,0.856128,1.33333,0.86164,2,,0.5,1,0.6,0.166667,0.5
NASA_N2_physical,NASA-TLX physical demand,통합,lower,planned,Wilcoxon signed-rank exact,C4-C3,4,1.5,1.14812,1.20833,0.498102,1.5,1.066,1.375,0.856128,1.33333,0.86164,2,,0.5,1,-0.6,-0.125,-0.5
NASA_N2_physical,NASA-TLX physical demand,통합,lower,planned,Wilcoxon signed-rank exact,C4-C5,1,1.5,1.14812,1.20833,0.498102,1.5,1.066,1.375,0.856128,1.33333,0.86164,0,,1,1,1,0.0416667,0.5
NASA_N3_temporal,NASA-TLX temporal demand,토마토 수확,lower,planned,Friedman,C1-C5,12,1.58333,0.668558,1.66667,0.778499,1.5,0.522233,1.41667,0.514929,1.58333,0.514929,5.77778,4,0.21637,,0.12037,,
NASA_N3_temporal,NASA-TLX temporal demand,토마토 수확,lower,planned,Wilcoxon signed-rank exact,C3-C1,1,1.58333,0.668558,1.66667,0.778499,1.5,0.522233,1.41667,0.514929,1.58333,0.514929,0,,1,1,-1,-0.0833333,-1
NASA_N3_temporal,NASA-TLX temporal demand,토마토 수확,lower,planned,Wilcoxon signed-rank exact,C3-C2,2,1.58333,0.668558,1.66667,0.778499,1.5,0.522233,1.41667,0.514929,1.58333,0.514929,0,,0.5,1,-1,-0.166667,-1
NASA_N3_temporal,NASA-TLX temporal demand,토마토 수확,lower,planned,Wilcoxon signed-rank exact,C3-C5,1,1.58333,0.668558,1.66667,0.778499,1.5,0.522233,1.41667,0.514929,1.58333,0.514929,0,,1,1,-1,-0.0833333,-1
NASA_N3_temporal,NASA-TLX temporal demand,토마토 수확,lower,planned,Wilcoxon signed-rank exact,C4-C1,2,1.58333,0.668558,1.66667,0.778499,1.5,0.522233,1.41667,0.514929,1.58333,0.514929,0,,0.5,1,-1,-0.166667,-1
NASA_N3_temporal,NASA-TLX temporal demand,토마토 수확,lower,planned,Wilcoxon signed-rank exact,C4-C2,3,1.58333,0.668558,1.66667,0.778499,1.5,0.522233,1.41667,0.514929,1.58333,0.514929,0,,0.25,1,-1,-0.25,-1
NASA_N3_temporal,NASA-TLX temporal demand,토마토 수확,lower,planned,Wilcoxon signed-rank exact,C4-C3,1,1.58333,0.668558,1.66667,0.778499,1.5,0.522233,1.41667,0.514929,1.58333,0.514929,0,,1,1,-1,-0.0833333,-1
NASA_N3_temporal,NASA-TLX temporal demand,토마토 수확,lower,planned,Wilcoxon signed-rank exact,C4-C5,2,1.58333,0.668558,1.66667,0.778499,1.5,0.522233,1.41667,0.514929,1.58333,0.514929,0,,0.5,1,-1,-0.166667,-1
NASA_N3_temporal,NASA-TLX temporal demand,분리수거,lower,planned,Friedman,C1-C5,12,1.58333,0.514929,1.58333,0.668558,1.91667,1.1645,1.75,0.621582,1.91667,0.792961,4,4,0.406006,,0.0833333,,
NASA_N3_temporal,NASA-TLX temporal demand,분리수거,lower,planned,Wilcoxon signed-rank exact,C3-C1,4,1.58333,0.514929,1.58333,0.668558,1.91667,1.1645,1.75,0.621582,1.91667,0.792961,2,,0.5,1,0.6,0.333333,1
NASA_N3_temporal,NASA-TLX temporal demand,분리수거,lower,planned,Wilcoxon signed-rank exact,C3-C2,4,1.58333,0.514929,1.58333,0.668558,1.91667,1.1645,1.75,0.621582,1.91667,0.792961,1.5,,0.375,1,0.7,0.333333,1.5
NASA_N3_temporal,NASA-TLX temporal demand,분리수거,lower,planned,Wilcoxon signed-rank exact,C3-C5,4,1.58333,0.514929,1.58333,0.668558,1.91667,1.1645,1.75,0.621582,1.91667,0.792961,5,,1,1,0,0,0
NASA_N3_temporal,NASA-TLX temporal demand,분리수거,lower,planned,Wilcoxon signed-rank exact,C4-C1,2,1.58333,0.514929,1.58333,0.668558,1.91667,1.1645,1.75,0.621582,1.91667,0.792961,0,,0.5,1,1,0.166667,1
NASA_N3_temporal,NASA-TLX temporal demand,분리수거,lower,planned,Wilcoxon signed-rank exact,C4-C2,4,1.58333,0.514929,1.58333,0.668558,1.91667,1.1645,1.75,0.621582,1.91667,0.792961,2.5,,0.625,1,0.5,0.166667,1
NASA_N3_temporal,NASA-TLX temporal demand,분리수거,lower,planned,Wilcoxon signed-rank exact,C4-C3,6,1.58333,0.514929,1.58333,0.668558,1.91667,1.1645,1.75,0.621582,1.91667,0.792961,9,,1,1,-0.142857,-0.166667,0
NASA_N3_temporal,NASA-TLX temporal demand,분리수거,lower,planned,Wilcoxon signed-rank exact,C4-C5,5,1.58333,0.514929,1.58333,0.668558,1.91667,1.1645,1.75,0.621582,1.91667,0.792961,5,,0.75,1,-0.333333,-0.166667,-1
NASA_N3_temporal,NASA-TLX temporal demand,통합,lower,planned,Friedman,C1-C5,12,1.58333,0.55732,1.625,0.678401,1.70833,0.78214,1.58333,0.514929,1.75,0.583874,1.4902,4,0.828377,,0.0310458,,
NASA_N3_temporal,NASA-TLX temporal demand,통합,lower,planned,Wilcoxon signed-rank exact,C3-C1,4,1.58333,0.55732,1.625,0.678401,1.70833,0.78214,1.58333,0.514929,1.75,0.583874,2,,0.5,1,0.6,0.125,0.5
NASA_N3_temporal,NASA-TLX temporal demand,통합,lower,planned,Wilcoxon signed-rank exact,C3-C2,5,1.58333,0.55732,1.625,0.678401,1.70833,0.78214,1.58333,0.514929,1.75,0.583874,5,,0.75,1,0.333333,0.0833333,0.5
NASA_N3_temporal,NASA-TLX temporal demand,통합,lower,planned,Wilcoxon signed-rank exact,C3-C5,4,1.58333,0.55732,1.625,0.678401,1.70833,0.78214,1.58333,0.514929,1.75,0.583874,4.5,,1,1,-0.1,-0.0416667,0
NASA_N3_temporal,NASA-TLX temporal demand,통합,lower,planned,Wilcoxon signed-rank exact,C4-C1,4,1.58333,0.55732,1.625,0.678401,1.70833,0.78214,1.58333,0.514929,1.75,0.583874,5,,1,1,0,0,0
NASA_N3_temporal,NASA-TLX temporal demand,통합,lower,planned,Wilcoxon signed-rank exact,C4-C2,4,1.58333,0.55732,1.625,0.678401,1.70833,0.78214,1.58333,0.514929,1.75,0.583874,4,,1,1,-0.2,-0.0416667,0
NASA_N3_temporal,NASA-TLX temporal demand,통합,lower,planned,Wilcoxon signed-rank exact,C4-C3,7,1.58333,0.55732,1.625,0.678401,1.70833,0.78214,1.58333,0.514929,1.75,0.583874,10.5,,0.765625,1,-0.25,-0.125,-0.5
NASA_N3_temporal,NASA-TLX temporal demand,통합,lower,planned,Wilcoxon signed-rank exact,C4-C5,6,1.58333,0.55732,1.625,0.678401,1.70833,0.78214,1.58333,0.514929,1.75,0.583874,5,,0.34375,1,-0.52381,-0.166667,-0.5
NASA_N4_performance,NASA-TLX perceived performance,토마토 수확,higher,planned,Friedman,C1-C5,12,5.25,1.13818,5.91667,0.996205,6.08333,0.792961,5.91667,0.792961,6.16667,0.717741,9.8882,4,0.0423537,,0.206004,,
NASA_N4_performance,NASA-TLX perceived performance,토마토 수확,higher,planned,Wilcoxon signed-rank exact,C3-C1,7,5.25,1.13818,5.91667,0.996205,6.08333,0.792961,5.91667,0.792961,6.16667,0.717741,0,,0.015625,0.109375,1,0.833333,1
NASA_N4_performance,NASA-TLX perceived performance,토마토 수확,higher,planned,Wilcoxon signed-rank exact,C3-C2,7,5.25,1.13818,5.91667,0.996205,6.08333,0.792961,5.91667,0.792961,6.16667,0.717741,12,,0.828125,1,0.142857,0.166667,-1
NASA_N4_performance,NASA-TLX perceived performance,토마토 수확,higher,planned,Wilcoxon signed-rank exact,C3-C5,5,5.25,1.13818,5.91667,0.996205,6.08333,0.792961,5.91667,0.792961,6.16667,0.717741,6,,1,1,-0.2,-0.0833333,-1
NASA_N4_performance,NASA-TLX perceived performance,토마토 수확,higher,planned,Wilcoxon signed-rank exact,C4-C1,8,5.25,1.13818,5.91667,0.996205,6.08333,0.792961,5.91667,0.792961,6.16667,0.717741,7,,0.179688,1,0.611111,0.666667,1
NASA_N4_performance,NASA-TLX perceived performance,토마토 수확,higher,planned,Wilcoxon signed-rank exact,C4-C2,6,5.25,1.13818,5.91667,0.996205,6.08333,0.792961,5.91667,0.792961,6.16667,0.717741,10,,0.9375,1,-0.047619,0,0
NASA_N4_performance,NASA-TLX perceived performance,토마토 수확,higher,planned,Wilcoxon signed-rank exact,C4-C3,4,5.25,1.13818,5.91667,0.996205,6.08333,0.792961,5.91667,0.792961,6.16667,0.717741,2.5,,0.625,1,-0.5,-0.166667,-1
NASA_N4_performance,NASA-TLX perceived performance,토마토 수확,higher,planned,Wilcoxon signed-rank exact,C4-C5,7,5.25,1.13818,5.91667,0.996205,6.08333,0.792961,5.91667,0.792961,6.16667,0.717741,8,,0.453125,1,-0.428571,-0.25,-1
NASA_N4_performance,NASA-TLX perceived performance,분리수거,higher,planned,Friedman,C1-C5,12,5.58333,1.62135,6.16667,1.02986,5.66667,1.43548,6.41667,0.792961,5.25,1.21543,9.88387,4,0.04243,,0.205914,,
NASA_N4_performance,NASA-TLX perceived performance,분리수거,higher,planned,Wilcoxon signed-rank exact,C3-C1,6,5.58333,1.62135,6.16667,1.02986,5.66667,1.43548,6.41667,0.792961,5.25,1.21543,9,,0.78125,1,-0.142857,0.0833333,-0.5
NASA_N4_performance,NASA-TLX perceived performance,분리수거,higher,planned,Wilcoxon signed-rank exact,C3-C2,9,5.58333,1.62135,6.16667,1.02986,5.66667,1.43548,6.41667,0.792961,5.25,1.21543,15,,0.386719,1,-0.333333,-0.5,-1
NASA_N4_performance,NASA-TLX perceived performance,분리수거,higher,planned,Wilcoxon signed-rank exact,C3-C5,9,5.58333,1.62135,6.16667,1.02986,5.66667,1.43548,6.41667,0.792961,5.25,1.21543,15.5,,0.472656,1,0.311111,0.416667,1
NASA_N4_performance,NASA-TLX perceived performance,분리수거,higher,planned,Wilcoxon signed-rank exact,C4-C1,4,5.58333,1.62135,6.16667,1.02986,5.66667,1.43548,6.41667,0.792961,5.25,1.21543,0,,0.125,0.625,1,0.833333,1.5
NASA_N4_performance,NASA-TLX perceived performance,분리수거,higher,planned,Wilcoxon signed-rank exact,C4-C2,5,5.58333,1.62135,6.16667,1.02986,5.66667,1.43548,6.41667,0.792961,5.25,1.21543,5,,0.6875,1,0.333333,0.25,1
NASA_N4_performance,NASA-TLX perceived performance,분리수거,higher,planned,Wilcoxon signed-rank exact,C4-C3,6,5.58333,1.62135,6.16667,1.02986,5.66667,1.43548,6.41667,0.792961,5.25,1.21543,1.5,,0.09375,0.5625,0.857143,0.75,2
NASA_N4_performance,NASA-TLX perceived performance,분리수거,higher,planned,Wilcoxon signed-rank exact,C4-C5,7,5.58333,1.62135,6.16667,1.02986,5.66667,1.43548,6.41667,0.792961,5.25,1.21543,0,,0.015625,0.109375,1,1.16667,2
NASA_N4_performance,NASA-TLX perceived performance,통합,higher,planned,Friedman,C1-C5,12,5.41667,0.733402,6.04167,0.752521,5.875,0.882275,6.16667,0.717741,5.70833,0.864931,7.71963,4,0.102406,,0.160826,,
NASA_N4_performance,NASA-TLX perceived performance,통합,higher,planned,Wilcoxon signed-rank exact,C3-C1,11,5.41667,0.733402,6.04167,0.752521,5.875,0.882275,6.16667,0.717741,5.70833,0.864931,18,,0.212891,0.851562,0.454545,0.458333,0.5
NASA_N4_performance,NASA-TLX perceived performance,통합,higher,planned,Wilcoxon signed-rank exact,C3-C2,10,5.41667,0.733402,6.04167,0.752521,5.875,0.882275,6.16667,0.717741,5.70833,0.864931,23,,0.685547,1,-0.163636,-0.166667,-0.5
NASA_N4_performance,NASA-TLX perceived performance,통합,higher,planned,Wilcoxon signed-rank exact,C3-C5,10,5.41667,0.733402,6.04167,0.752521,5.875,0.882275,6.16667,0.717741,5.70833,0.864931,17,,0.289062,0.867188,0.381818,0.166667,0.5
NASA_N4_performance,NASA-TLX perceived performance,통합,higher,planned,Wilcoxon signed-rank exact,C4-C1,8,5.41667,0.733402,6.04167,0.752521,5.875,0.882275,6.16667,0.717741,5.70833,0.864931,0,,0.0078125,0.0546875,1,0.75,0.75
NASA_N4_performance,NASA-TLX perceived performance,통합,higher,planned,Wilcoxon signed-rank exact,C4-C2,8,5.41667,0.733402,6.04167,0.752521,5.875,0.882275,6.16667,0.717741,5.70833,0.864931,13.5,,0.632812,1,0.25,0.125,0.5
NASA_N4_performance,NASA-TLX perceived performance,통합,higher,planned,Wilcoxon signed-rank exact,C4-C3,8,5.41667,0.733402,6.04167,0.752521,5.875,0.882275,6.16667,0.717741,5.70833,0.864931,7.5,,0.140625,0.703125,0.583333,0.291667,0.75
NASA_N4_performance,NASA-TLX perceived performance,통합,higher,planned,Wilcoxon signed-rank exact,C4-C5,12,5.41667,0.733402,6.04167,0.752521,5.875,0.882275,6.16667,0.717741,5.70833,0.864931,16,,0.0678711,0.407227,0.589744,0.458333,0.5
NASA_N5_effort,NASA-TLX effort,토마토 수확,lower,planned,Friedman,C1-C5,12,3.41667,1.72986,1.91667,1.1645,3.08333,1.56428,2.5,1.31426,2.91667,1.31137,14.2061,4,0.00666562,,0.29596,,
NASA_N5_effort,NASA-TLX effort,토마토 수확,lower,planned,Wilcoxon signed-rank exact,C3-C1,8,3.41667,1.72986,1.91667,1.1645,3.08333,1.56428,2.5,1.31426,2.91667,1.31137,11,,0.34375,0.9375,-0.388889,-0.333333,-1
NASA_N5_effort,NASA-TLX effort,토마토 수확,lower,planned,Wilcoxon signed-rank exact,C3-C2,8,3.41667,1.72986,1.91667,1.1645,3.08333,1.56428,2.5,1.31426,2.91667,1.31137,5.5,,0.09375,0.5625,0.694444,1.16667,2
NASA_N5_effort,NASA-TLX effort,토마토 수확,lower,planned,Wilcoxon signed-rank exact,C3-C5,5,3.41667,1.72986,1.91667,1.1645,3.08333,1.56428,2.5,1.31426,2.91667,1.31137,6,,0.8125,0.9375,0.2,0.166667,1
NASA_N5_effort,NASA-TLX effort,토마토 수확,lower,planned,Wilcoxon signed-rank exact,C4-C1,8,3.41667,1.72986,1.91667,1.1645,3.08333,1.56428,2.5,1.31426,2.91667,1.31137,3,,0.046875,0.328125,-0.833333,-0.916667,-1
NASA_N5_effort,NASA-TLX effort,토마토 수확,lower,planned,Wilcoxon signed-rank exact,C4-C2,6,3.41667,1.72986,1.91667,1.1645,3.08333,1.56428,2.5,1.31426,2.91667,1.31137,5.5,,0.3125,0.9375,0.47619,0.583333,2
NASA_N5_effort,NASA-TLX effort,토마토 수확,lower,planned,Wilcoxon signed-rank exact,C4-C3,4,3.41667,1.72986,1.91667,1.1645,3.08333,1.56428,2.5,1.31426,2.91667,1.31137,0,,0.125,0.625,-1,-0.583333,-2
NASA_N5_effort,NASA-TLX effort,토마토 수확,lower,planned,Wilcoxon signed-rank exact,C4-C5,6,3.41667,1.72986,1.91667,1.1645,3.08333,1.56428,2.5,1.31426,2.91667,1.31137,4,,0.21875,0.875,-0.619048,-0.416667,-1.5
NASA_N5_effort,NASA-TLX effort,분리수거,lower,planned,Friedman,C1-C5,12,3.16667,1.85047,2.08333,0.996205,3.33333,1.66969,2.58333,1.1645,4,1.70561,17.0824,4,0.00186301,,0.355882,,
NASA_N5_effort,NASA-TLX effort,분리수거,lower,planned,Wilcoxon signed-rank exact,C3-C1,5,3.16667,1.85047,2.08333,0.996205,3.33333,1.66969,2.58333,1.1645,4,1.70561,6,,0.8125,0.8125,0.2,0.166667,1
NASA_N5_effort,NASA-TLX effort,분리수거,lower,planned,Wilcoxon signed-rank exact,C3-C2,10,3.16667,1.85047,2.08333,0.996205,3.33333,1.66969,2.58333,1.1645,4,1.70561,5,,0.0214844,0.128906,0.818182,1.25,2
NASA_N5_effort,NASA-TLX effort,분리수거,lower,planned,Wilcoxon signed-rank exact,C3-C5,8,3.16667,1.85047,2.08333,0.996205,3.33333,1.66969,2.58333,1.1645,4,1.70561,6.5,,0.140625,0.5625,-0.638889,-0.666667,-1
NASA_N5_effort,NASA-TLX effort,분리수거,lower,planned,Wilcoxon signed-rank exact,C4-C1,4,3.16667,1.85047,2.08333,0.996205,3.33333,1.66969,2.58333,1.1645,4,1.70561,1,,0.25,0.75,-0.8,-0.583333,-2
NASA_N5_effort,NASA-TLX effort,분리수거,lower,planned,Wilcoxon signed-rank exact,C4-C2,8,3.16667,1.85047,2.08333,0.996205,3.33333,1.66969,2.58333,1.1645,4,1.70561,9,,0.273438,0.75,0.5,0.5,1
NASA_N5_effort,NASA-TLX effort,분리수거,lower,planned,Wilcoxon signed-rank exact,C4-C3,6,3.16667,1.85047,2.08333,0.996205,3.33333,1.66969,2.58333,1.1645,4,1.70561,1.5,,0.09375,0.46875,-0.857143,-0.75,-2
NASA_N5_effort,NASA-TLX effort,분리수거,lower,planned,Wilcoxon signed-rank exact,C4-C5,10,3.16667,1.85047,2.08333,0.996205,3.33333,1.66969,2.58333,1.1645,4,1.70561,0,,0.00195312,0.0136719,-1,-1.41667,-2
NASA_N5_effort,NASA-TLX effort,통합,lower,planned,Friedman,C1-C5,12,3.29167,1.45318,2,0.904534,3.20833,1.43746,2.54167,1.09665,3.45833,1.21465,21.8557,4,0.000214123,,0.455326,,
NASA_N5_effort,NASA-TLX effort,통합,lower,planned,Wilcoxon signed-rank exact,C3-C1,8,3.29167,1.45318,2,0.904534,3.20833,1.43746,2.54167,1.09665,3.45833,1.21465,14.5,,0.789062,0.789062,-0.194444,-0.0833333,-0.5
NASA_N5_effort,NASA-TLX effort,통합,lower,planned,Wilcoxon signed-rank exact,C3-C2,10,3.29167,1.45318,2,0.904534,3.20833,1.43746,2.54167,1.09665,3.45833,1.21465,5,,0.0214844,0.107422,0.818182,1.20833,1.5
NASA_N5_effort,NASA-TLX effort,통합,lower,planned,Wilcoxon signed-rank exact,C3-C5,8,3.29167,1.45318,2,0.904534,3.20833,1.43746,2.54167,1.09665,3.45833,1.21465,8,,0.148438,0.304688,-0.555556,-0.25,-0.5
NASA_N5_effort,NASA-TLX effort,통합,lower,planned,Wilcoxon signed-rank exact,C4-C1,8,3.29167,1.45318,2,0.904534,3.20833,1.43746,2.54167,1.09665,3.45833,1.21465,0,,0.0078125,0.046875,-1,-0.75,-1
NASA_N5_effort,NASA-TLX effort,통합,lower,planned,Wilcoxon signed-rank exact,C4-C2,9,3.29167,1.45318,2,0.904534,3.20833,1.43746,2.54167,1.09665,3.45833,1.21465,8.5,,0.101562,0.304688,0.622222,0.541667,1.5
NASA_N5_effort,NASA-TLX effort,통합,lower,planned,Wilcoxon signed-rank exact,C4-C3,8,3.29167,1.45318,2,0.904534,3.20833,1.43746,2.54167,1.09665,3.45833,1.21465,1.5,,0.0234375,0.107422,-0.916667,-0.666667,-1
NASA_N5_effort,NASA-TLX effort,통합,lower,planned,Wilcoxon signed-rank exact,C4-C5,11,3.29167,1.45318,2,0.904534,3.20833,1.43746,2.54167,1.09665,3.45833,1.21465,0,,0.000976562,0.00683594,-1,-0.916667,-1
NASA_N6_frustration,NASA-TLX frustration,토마토 수확,lower,planned,Friedman,C1-C5,12,1.41667,0.900337,1.16667,0.389249,1.25,0.452267,1.16667,0.389249,1.25,0.452267,1.05882,4,0.900749,,0.0220588,,
NASA_N6_frustration,NASA-TLX frustration,토마토 수확,lower,planned,Wilcoxon signed-rank exact,C3-C1,3,1.41667,0.900337,1.16667,0.389249,1.25,0.452267,1.16667,0.389249,1.25,0.452267,1.5,,0.75,1,-0.5,-0.166667,-1
NASA_N6_frustration,NASA-TLX frustration,토마토 수확,lower,planned,Wilcoxon signed-rank exact,C3-C2,3,1.41667,0.900337,1.16667,0.389249,1.25,0.452267,1.16667,0.389249,1.25,0.452267,2,,1,1,0.333333,0.0833333,1
NASA_N6_frustration,NASA-TLX frustration,토마토 수확,lower,planned,Wilcoxon signed-rank exact,C3-C5,0,1.41667,0.900337,1.16667,0.389249,1.25,0.452267,1.16667,0.389249,1.25,0.452267,0,,1,1,0,0,0
NASA_N6_frustration,NASA-TLX frustration,토마토 수확,lower,planned,Wilcoxon signed-rank exact,C4-C1,3,1.41667,0.900337,1.16667,0.389249,1.25,0.452267,1.16667,0.389249,1.25,0.452267,1.5,,0.75,1,-0.5,-0.25,-1
NASA_N6_frustration,NASA-TLX frustration,토마토 수확,lower,planned,Wilcoxon signed-rank exact,C4-C2,2,1.41667,0.900337,1.16667,0.389249,1.25,0.452267,1.16667,0.389249,1.25,0.452267,1.5,,1,1,0,0,0
NASA_N6_frustration,NASA-TLX frustration,토마토 수확,lower,planned,Wilcoxon signed-rank exact,C4-C3,3,1.41667,0.900337,1.16667,0.389249,1.25,0.452267,1.16667,0.389249,1.25,0.452267,2,,1,1,-0.333333,-0.0833333,-1
NASA_N6_frustration,NASA-TLX frustration,토마토 수확,lower,planned,Wilcoxon signed-rank exact,C4-C5,3,1.41667,0.900337,1.16667,0.389249,1.25,0.452267,1.16667,0.389249,1.25,0.452267,2,,1,1,-0.333333,-0.0833333,-1
NASA_N6_frustration,NASA-TLX frustration,분리수거,lower,planned,Friedman,C1-C5,12,1.75,1.13818,1.16667,0.389249,1.75,0.965307,1.58333,0.996205,1.83333,1.02986,8.61176,4,0.0715709,,0.179412,,
NASA_N6_frustration,NASA-TLX frustration,분리수거,lower,planned,Wilcoxon signed-rank exact,C3-C1,3,1.75,1.13818,1.16667,0.389249,1.75,0.965307,1.58333,0.996205,1.83333,1.02986,3,,1,1,0,0,1
NASA_N6_frustration,NASA-TLX frustration,분리수거,lower,planned,Wilcoxon signed-rank exact,C3-C2,5,1.75,1.13818,1.16667,0.389249,1.75,0.965307,1.58333,0.996205,1.83333,1.02986,0,,0.0625,0.4375,1,0.583333,1
NASA_N6_frustration,NASA-TLX frustration,분리수거,lower,planned,Wilcoxon signed-rank exact,C3-C5,4,1.75,1.13818,1.16667,0.389249,1.75,0.965307,1.58333,0.996205,1.83333,1.02986,4,,1,1,-0.2,-0.0833333,0
NASA_N6_frustration,NASA-TLX frustration,분리수거,lower,planned,Wilcoxon signed-rank exact,C4-C1,4,1.75,1.13818,1.16667,0.389249,1.75,0.965307,1.58333,0.996205,1.83333,1.02986,3.5,,0.75,1,-0.3,-0.166667,-1
NASA_N6_frustration,NASA-TLX frustration,분리수거,lower,planned,Wilcoxon signed-rank exact,C4-C2,2,1.75,1.13818,1.16667,0.389249,1.75,0.965307,1.58333,0.996205,1.83333,1.02986,0,,0.5,1,1,0.416667,2.5
NASA_N6_frustration,NASA-TLX frustration,분리수거,lower,planned,Wilcoxon signed-rank exact,C4-C3,4,1.75,1.13818,1.16667,0.389249,1.75,0.965307,1.58333,0.996205,1.83333,1.02986,2.5,,0.625,1,-0.5,-0.166667,-1
