domain,policy,scene,run_index,success,planning_length,question_count,query_probability,elapsed_seconds,reward,source_file
wastesorting,all,scene_02,39,True,11.0,15.0,1.3636363636363635,9.1554,20.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_02,40,True,11.0,15.0,1.3636363636363635,8.7947,20.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_03,1,True,11.0,14.0,1.2727272727272727,8.8856,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_03,2,True,11.0,14.0,1.2727272727272727,9.0949,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_03,3,True,11.0,14.0,1.2727272727272727,9.0399,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_03,4,True,11.0,14.0,1.2727272727272727,8.9408,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_03,5,True,11.0,14.0,1.2727272727272727,9.3941,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_03,6,True,11.0,14.0,1.2727272727272727,9.1548,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_03,7,True,11.0,14.0,1.2727272727272727,8.9744,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_03,8,True,11.0,14.0,1.2727272727272727,9.0315,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_03,9,True,11.0,14.0,1.2727272727272727,9.2669,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_03,10,True,11.0,14.0,1.2727272727272727,9.3773,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_03,11,True,11.0,14.0,1.2727272727272727,8.9703,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_03,12,True,11.0,14.0,1.2727272727272727,9.0125,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_03,13,True,11.0,14.0,1.2727272727272727,9.31,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_03,14,True,11.0,14.0,1.2727272727272727,8.8868,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_03,15,True,11.0,14.0,1.2727272727272727,8.8862,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_03,16,True,11.0,14.0,1.2727272727272727,8.9158,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_03,17,True,11.0,14.0,1.2727272727272727,9.3229,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_03,18,True,11.0,14.0,1.2727272727272727,9.0538,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_03,19,True,11.0,14.0,1.2727272727272727,9.2493,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_03,20,True,11.0,14.0,1.2727272727272727,9.3568,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_03,21,True,11.0,14.0,1.2727272727272727,9.3963,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_03,22,True,11.0,14.0,1.2727272727272727,9.2952,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_03,23,True,11.0,14.0,1.2727272727272727,9.4016,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_03,24,True,11.0,14.0,1.2727272727272727,9.0131,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_03,25,True,11.0,14.0,1.2727272727272727,9.0708,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_03,26,True,11.0,14.0,1.2727272727272727,8.9091,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_03,27,True,11.0,14.0,1.2727272727272727,9.3259,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_03,28,True,11.0,14.0,1.2727272727272727,9.1079,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_03,29,True,11.0,14.0,1.2727272727272727,9.2624,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_03,30,True,11.0,14.0,1.2727272727272727,9.0856,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_03,31,True,11.0,14.0,1.2727272727272727,8.881,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_03,32,True,11.0,14.0,1.2727272727272727,9.3019,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
