global_index,pair_id,domain,scene,iteration,threshold,seed
1331,121,tomato,4,1,1.0,2164370449
1332,122,tomato,4,2,0.0,162522260
1333,122,tomato,4,2,0.1,162522260
1334,122,tomato,4,2,0.2,162522260
1335,122,tomato,4,2,0.3,162522260
1336,122,tomato,4,2,0.4,162522260
1337,122,tomato,4,2,0.5,162522260
1338,122,tomato,4,2,0.6,162522260
1339,122,tomato,4,2,0.7,162522260
1340,122,tomato,4,2,0.8,162522260
1341,122,tomato,4,2,0.9,162522260
1342,122,tomato,4,2,1.0,162522260
1343,123,tomato,4,3,0.0,2948368237
1344,123,tomato,4,3,0.1,2948368237
1345,123,tomato,4,3,0.2,2948368237
1346,123,tomato,4,3,0.3,2948368237
1347,123,tomato,4,3,0.4,2948368237
1348,123,tomato,4,3,0.5,2948368237
1349,123,tomato,4,3,0.6,2948368237
1350,123,tomato,4,3,0.7,2948368237
1351,123,tomato,4,3,0.8,2948368237
1352,123,tomato,4,3,0.9,2948368237
1353,123,tomato,4,3,1.0,2948368237
1354,124,tomato,4,4,0.0,1516792593
1355,124,tomato,4,4,0.1,1516792593
1356,124,tomato,4,4,0.2,1516792593
1357,124,tomato,4,4,0.3,1516792593
1358,124,tomato,4,4,0.4,1516792593
1359,124,tomato,4,4,0.5,1516792593
1360,124,tomato,4,4,0.6,1516792593
1361,124,tomato,4,4,0.7,1516792593
1362,124,tomato,4,4,0.8,1516792593
1363,124,tomato,4,4,0.9,1516792593
1364,124,tomato,4,4,1.0,1516792593
1365,125,tomato,4,5,0.0,3748163278
1366,125,tomato,4,5,0.1,3748163278
1367,125,tomato,4,5,0.2,3748163278
1368,125,tomato,4,5,0.3,3748163278
1369,125,tomato,4,5,0.4,3748163278
1370,125,tomato,4,5,0.5,3748163278
1371,125,tomato,4,5,0.6,3748163278
1372,125,tomato,4,5,0.7,3748163278
1373,125,tomato,4,5,0.8,3748163278
1374,125,tomato,4,5,0.9,3748163278
1375,125,tomato,4,5,1.0,3748163278
1376,126,tomato,4,6,0.0,569301969
1377,126,tomato,4,6,0.1,569301969
1378,126,tomato,4,6,0.2,569301969
1379,126,tomato,4,6,0.3,569301969
1380,126,tomato,4,6,0.4,569301969
1381,126,tomato,4,6,0.5,569301969
1382,126,tomato,4,6,0.6,569301969
1383,126,tomato,4,6,0.7,569301969
1384,126,tomato,4,6,0.8,569301969
1385,126,tomato,4,6,0.9,569301969
1386,126,tomato,4,6,1.0,569301969
1387,127,tomato,4,7,0.0,2841009442
1388,127,tomato,4,7,0.1,2841009442
1389,127,tomato,4,7,0.2,2841009442
1390,127,tomato,4,7,0.3,2841009442
1391,127,tomato,4,7,0.4,2841009442
1392,127,tomato,4,7,0.5,2841009442
1393,127,tomato,4,7,0.6,2841009442
1394,127,tomato,4,7,0.7,2841009442
1395,127,tomato,4,7,0.8,2841009442
1396,127,tomato,4,7,0.9,2841009442
1397,127,tomato,4,7,1.0,2841009442
1398,128,tomato,4,8,0.0,4141450408
1399,128,tomato,4,8,0.1,4141450408
1400,128,tomato,4,8,0.2,4141450408
1401,128,tomato,4,8,0.3,4141450408
1402,128,tomato,4,8,0.4,4141450408
1403,128,tomato,4,8,0.5,4141450408
1404,128,tomato,4,8,0.6,4141450408
1405,128,tomato,4,8,0.7,4141450408
1406,128,tomato,4,8,0.8,4141450408
1407,128,tomato,4,8,0.9,4141450408
1408,128,tomato,4,8,1.0,4141450408
1409,129,tomato,4,9,0.0,504173665
1410,129,tomato,4,9,0.1,504173665
1411,129,tomato,4,9,0.2,504173665
1412,129,tomato,4,9,0.3,504173665
1413,129,tomato,4,9,0.4,504173665
1414,129,tomato,4,9,0.5,504173665
1415,129,tomato,4,9,0.6,504173665
1416,129,tomato,4,9,0.7,504173665
1417,129,tomato,4,9,0.8,504173665
1418,129,tomato,4,9,0.9,504173665
1419,129,tomato,4,9,1.0,504173665
1420,130,tomato,4,10,0.0,3839853015
1421,130,tomato,4,10,0.1,3839853015
1422,130,tomato,4,10,0.2,3839853015
1423,130,tomato,4,10,0.3,3839853015
1424,130,tomato,4,10,0.4,3839853015
1425,130,tomato,4,10,0.5,3839853015
1426,130,tomato,4,10,0.6,3839853015
1427,130,tomato,4,10,0.7,3839853015
1428,130,tomato,4,10,0.8,3839853015
1429,130,tomato,4,10,0.9,3839853015
1430,130,tomato,4,10,1.0,3839853015
1431,131,tomato,4,11,0.0,1217419840
1432,131,tomato,4,11,0.1,1217419840
1433,131,tomato,4,11,0.2,1217419840
1434,131,tomato,4,11,0.3,1217419840
1435,131,tomato,4,11,0.4,1217419840
1436,131,tomato,4,11,0.5,1217419840
1437,131,tomato,4,11,0.6,1217419840
1438,131,tomato,4,11,0.7,1217419840
1439,131,tomato,4,11,0.8,1217419840
1440,131,tomato,4,11,0.9,1217419840
1441,131,tomato,4,11,1.0,1217419840
1442,132,tomato,4,12,0.0,355283123
1443,132,tomato,4,12,0.1,355283123
1444,132,tomato,4,12,0.2,355283123
1445,132,tomato,4,12,0.3,355283123
1446,132,tomato,4,12,0.4,355283123
1447,132,tomato,4,12,0.5,355283123
1448,132,tomato,4,12,0.6,355283123
1449,132,tomato,4,12,0.7,355283123
1450,132,tomato,4,12,0.8,355283123
1451,132,tomato,4,12,0.9,355283123
1452,132,tomato,4,12,1.0,355283123
1453,133,tomato,4,13,0.0,1606089812
1454,133,tomato,4,13,0.1,1606089812
1455,133,tomato,4,13,0.2,1606089812
1456,133,tomato,4,13,0.3,1606089812
1457,133,tomato,4,13,0.4,1606089812
1458,133,tomato,4,13,0.5,1606089812
1459,133,tomato,4,13,0.6,1606089812
1460,133,tomato,4,13,0.7,1606089812
1461,133,tomato,4,13,0.8,1606089812
1462,133,tomato,4,13,0.9,1606089812
1463,133,tomato,4,13,1.0,1606089812
1464,134,tomato,4,14,0.0,3216441054
1465,134,tomato,4,14,0.1,3216441054
1466,134,tomato,4,14,0.2,3216441054
1467,134,tomato,4,14,0.3,3216441054
1468,134,tomato,4,14,0.4,3216441054
1469,134,tomato,4,14,0.5,3216441054
1470,134,tomato,4,14,0.6,3216441054
1471,134,tomato,4,14,0.7,3216441054
1472,134,tomato,4,14,0.8,3216441054
1473,134,tomato,4,14,0.9,3216441054
1474,134,tomato,4,14,1.0,3216441054
1475,135,tomato,4,15,0.0,3487561676
1476,135,tomato,4,15,0.1,3487561676
1477,135,tomato,4,15,0.2,3487561676
1478,135,tomato,4,15,0.3,3487561676
1479,135,tomato,4,15,0.4,3487561676
1480,135,tomato,4,15,0.5,3487561676
1481,135,tomato,4,15,0.6,3487561676
1482,135,tomato,4,15,0.7,3487561676
1483,135,tomato,4,15,0.8,3487561676
1484,135,tomato,4,15,0.9,3487561676
1485,135,tomato,4,15,1.0,3487561676
1486,136,tomato,4,16,0.0,3171358138
1487,136,tomato,4,16,0.1,3171358138
1488,136,tomato,4,16,0.2,3171358138
1489,136,tomato,4,16,0.3,3171358138
1490,136,tomato,4,16,0.4,3171358138
1491,136,tomato,4,16,0.5,3171358138
1492,136,tomato,4,16,0.6,3171358138
1493,136,tomato,4,16,0.7,3171358138
1494,136,tomato,4,16,0.8,3171358138
1495,136,tomato,4,16,0.9,3171358138
1496,136,tomato,4,16,1.0,3171358138
1497,137,tomato,4,17,0.0,652231565
1498,137,tomato,4,17,0.1,652231565
1499,137,tomato,4,17,0.2,652231565
1500,137,tomato,4,17,0.3,652231565
1501,137,tomato,4,17,0.4,652231565
1502,137,tomato,4,17,0.5,652231565
1503,137,tomato,4,17,0.6,652231565
1504,137,tomato,4,17,0.7,652231565
1505,137,tomato,4,17,0.8,652231565
1506,137,tomato,4,17,0.9,652231565
1507,137,tomato,4,17,1.0,652231565
1508,138,tomato,4,18,0.0,1635594467
1509,138,tomato,4,18,0.1,1635594467
1510,138,tomato,4,18,0.2,1635594467
1511,138,tomato,4,18,0.3,1635594467
1512,138,tomato,4,18,0.4,1635594467
1513,138,tomato,4,18,0.5,1635594467
1514,138,tomato,4,18,0.6,1635594467
1515,138,tomato,4,18,0.7,1635594467
1516,138,tomato,4,18,0.8,1635594467
1517,138,tomato,4,18,0.9,1635594467
1518,138,tomato,4,18,1.0,1635594467
1519,139,tomato,4,19,0.0,1847691194
1520,139,tomato,4,19,0.1,1847691194
1521,139,tomato,4,19,0.2,1847691194
1522,139,tomato,4,19,0.3,1847691194
1523,139,tomato,4,19,0.4,1847691194
1524,139,tomato,4,19,0.5,1847691194
1525,139,tomato,4,19,0.6,1847691194
1526,139,tomato,4,19,0.7,1847691194
1527,139,tomato,4,19,0.8,1847691194
1528,139,tomato,4,19,0.9,1847691194
1529,139,tomato,4,19,1.0,1847691194
1530,140,tomato,4,20,0.0,3981603488
1531,140,tomato,4,20,0.1,3981603488
1532,140,tomato,4,20,0.2,3981603488
1533,140,tomato,4,20,0.3,3981603488
1534,140,tomato,4,20,0.4,3981603488
1535,140,tomato,4,20,0.5,3981603488
1536,140,tomato,4,20,0.6,3981603488
1537,140,tomato,4,20,0.7,3981603488
1538,140,tomato,4,20,0.8,3981603488
1539,140,tomato,4,20,0.9,3981603488
1540,140,tomato,4,20,1.0,3981603488
1541,141,tomato,4,21,0.0,85857029
1542,141,tomato,4,21,0.1,85857029
1543,141,tomato,4,21,0.2,85857029
1544,141,tomato,4,21,0.3,85857029
1545,141,tomato,4,21,0.4,85857029
1546,141,tomato,4,21,0.5,85857029
1547,141,tomato,4,21,0.6,85857029
1548,141,tomato,4,21,0.7,85857029
1549,141,tomato,4,21,0.8,85857029
1550,141,tomato,4,21,0.9,85857029
1551,141,tomato,4,21,1.0,85857029
1552,142,tomato,4,22,0.0,491271389
1553,142,tomato,4,22,0.1,491271389
1554,142,tomato,4,22,0.2,491271389
1555,142,tomato,4,22,0.3,491271389
1556,142,tomato,4,22,0.4,491271389
1557,142,tomato,4,22,0.5,491271389
1558,142,tomato,4,22,0.6,491271389
1559,142,tomato,4,22,0.7,491271389
1560,142,tomato,4,22,0.8,491271389
1561,142,tomato,4,22,0.9,491271389
1562,142,tomato,4,22,1.0,491271389
1563,143,tomato,4,23,0.0,82823233
1564,143,tomato,4,23,0.1,82823233
1565,143,tomato,4,23,0.2,82823233
1566,143,tomato,4,23,0.3,82823233
1567,143,tomato,4,23,0.4,82823233
1568,143,tomato,4,23,0.5,82823233
1569,143,tomato,4,23,0.6,82823233
1570,143,tomato,4,23,0.7,82823233
1571,143,tomato,4,23,0.8,82823233
1572,143,tomato,4,23,0.9,82823233
1573,143,tomato,4,23,1.0,82823233
1574,144,tomato,4,24,0.0,2581858943
1575,144,tomato,4,24,0.1,2581858943
1576,144,tomato,4,24,0.2,2581858943
1577,144,tomato,4,24,0.3,2581858943
1578,144,tomato,4,24,0.4,2581858943
1579,144,tomato,4,24,0.5,2581858943
1580,144,tomato,4,24,0.6,2581858943
1581,144,tomato,4,24,0.7,2581858943
1582,144,tomato,4,24,0.8,2581858943
1583,144,tomato,4,24,0.9,2581858943
1584,144,tomato,4,24,1.0,2581858943
1585,145,tomato,4,25,0.0,1446656990
1586,145,tomato,4,25,0.1,1446656990
1587,145,tomato,4,25,0.2,1446656990
1588,145,tomato,4,25,0.3,1446656990
1589,145,tomato,4,25,0.4,1446656990
1590,145,tomato,4,25,0.5,1446656990
1591,145,tomato,4,25,0.6,1446656990
1592,145,tomato,4,25,0.7,1446656990
1593,145,tomato,4,25,0.8,1446656990
1594,145,tomato,4,25,0.9,1446656990
1595,145,tomato,4,25,1.0,1446656990
1596,146,tomato,4,26,0.0,1874981941
1597,146,tomato,4,26,0.1,1874981941
1598,146,tomato,4,26,0.2,1874981941
1599,146,tomato,4,26,0.3,1874981941
1600,146,tomato,4,26,0.4,1874981941
1601,146,tomato,4,26,0.5,1874981941
1602,146,tomato,4,26,0.6,1874981941
1603,146,tomato,4,26,0.7,1874981941
1604,146,tomato,4,26,0.8,1874981941
1605,146,tomato,4,26,0.9,1874981941
1606,146,tomato,4,26,1.0,1874981941
1607,147,tomato,4,27,0.0,2401749783
1608,147,tomato,4,27,0.1,2401749783
1609,147,tomato,4,27,0.2,2401749783
1610,147,tomato,4,27,0.3,2401749783
1611,147,tomato,4,27,0.4,2401749783
1612,147,tomato,4,27,0.5,2401749783
1613,147,tomato,4,27,0.6,2401749783
1614,147,tomato,4,27,0.7,2401749783
1615,147,tomato,4,27,0.8,2401749783
1616,147,tomato,4,27,0.9,2401749783
1617,147,tomato,4,27,1.0,2401749783
1618,148,tomato,4,28,0.0,226366398
1619,148,tomato,4,28,0.1,226366398
1620,148,tomato,4,28,0.2,226366398
1621,148,tomato,4,28,0.3,226366398
1622,148,tomato,4,28,0.4,226366398
1623,148,tomato,4,28,0.5,226366398
1624,148,tomato,4,28,0.6,226366398
1625,148,tomato,4,28,0.7,226366398
1626,148,tomato,4,28,0.8,226366398
1627,148,tomato,4,28,0.9,226366398
1628,148,tomato,4,28,1.0,226366398
1629,149,tomato,4,29,0.0,2057531950
1630,149,tomato,4,29,0.1,2057531950
1631,149,tomato,4,29,0.2,2057531950
1632,149,tomato,4,29,0.3,2057531950
1633,149,tomato,4,29,0.4,2057531950
1634,149,tomato,4,29,0.5,2057531950
1635,149,tomato,4,29,0.6,2057531950
1636,149,tomato,4,29,0.7,2057531950
1637,149,tomato,4,29,0.8,2057531950
1638,149,tomato,4,29,0.9,2057531950
1639,149,tomato,4,29,1.0,2057531950
1640,150,tomato,4,30,0.0,3052692819
1641,150,tomato,4,30,0.1,3052692819
1642,150,tomato,4,30,0.2,3052692819
1643,150,tomato,4,30,0.3,3052692819
1644,150,tomato,4,30,0.4,3052692819
1645,150,tomato,4,30,0.5,3052692819
1646,150,tomato,4,30,0.6,3052692819
1647,150,tomato,4,30,0.7,3052692819
1648,150,tomato,4,30,0.8,3052692819
1649,150,tomato,4,30,0.9,3052692819
1650,150,tomato,4,30,1.0,3052692819
1651,151,tomato,4,31,0.0,2906087906
1652,151,tomato,4,31,0.1,2906087906
1653,151,tomato,4,31,0.2,2906087906
1654,151,tomato,4,31,0.3,2906087906
1655,151,tomato,4,31,0.4,2906087906
1656,151,tomato,4,31,0.5,2906087906
1657,151,tomato,4,31,0.6,2906087906
1658,151,tomato,4,31,0.7,2906087906
1659,151,tomato,4,31,0.8,2906087906
1660,151,tomato,4,31,0.9,2906087906
1661,151,tomato,4,31,1.0,2906087906
1662,152,tomato,4,32,0.0,3385377705
1663,152,tomato,4,32,0.1,3385377705
1664,152,tomato,4,32,0.2,3385377705
1665,152,tomato,4,32,0.3,3385377705
1666,152,tomato,4,32,0.4,3385377705
1667,152,tomato,4,32,0.5,3385377705
1668,152,tomato,4,32,0.6,3385377705
1669,152,tomato,4,32,0.7,3385377705
1670,152,tomato,4,32,0.8,3385377705
1671,152,tomato,4,32,0.9,3385377705
1672,152,tomato,4,32,1.0,3385377705
1673,153,tomato,4,33,0.0,1645488942
1674,153,tomato,4,33,0.1,1645488942
1675,153,tomato,4,33,0.2,1645488942
1676,153,tomato,4,33,0.3,1645488942
1677,153,tomato,4,33,0.4,1645488942
1678,153,tomato,4,33,0.5,1645488942
1679,153,tomato,4,33,0.6,1645488942
1680,153,tomato,4,33,0.7,1645488942
1681,153,tomato,4,33,0.8,1645488942
1682,153,tomato,4,33,0.9,1645488942
1683,153,tomato,4,33,1.0,1645488942
1684,154,tomato,4,34,0.0,3081393512
1685,154,tomato,4,34,0.1,3081393512
1686,154,tomato,4,34,0.2,3081393512
1687,154,tomato,4,34,0.3,3081393512
1688,154,tomato,4,34,0.4,3081393512
1689,154,tomato,4,34,0.5,3081393512
1690,154,tomato,4,34,0.6,3081393512
1691,154,tomato,4,34,0.7,3081393512
1692,154,tomato,4,34,0.8,3081393512
1693,154,tomato,4,34,0.9,3081393512
1694,154,tomato,4,34,1.0,3081393512
1695,155,tomato,4,35,0.0,1442103864
1696,155,tomato,4,35,0.1,1442103864
1697,155,tomato,4,35,0.2,1442103864
1698,155,tomato,4,35,0.3,1442103864
1699,155,tomato,4,35,0.4,1442103864
1700,155,tomato,4,35,0.5,1442103864
1701,155,tomato,4,35,0.6,1442103864
1702,155,tomato,4,35,0.7,1442103864
1703,155,tomato,4,35,0.8,1442103864
1704,155,tomato,4,35,0.9,1442103864
1705,155,tomato,4,35,1.0,1442103864
1706,156,tomato,4,36,0.0,2617927136
1707,156,tomato,4,36,0.1,2617927136
1708,156,tomato,4,36,0.2,2617927136
1709,156,tomato,4,36,0.3,2617927136
1710,156,tomato,4,36,0.4,2617927136
1711,156,tomato,4,36,0.5,2617927136
1712,156,tomato,4,36,0.6,2617927136
1713,156,tomato,4,36,0.7,2617927136
1714,156,tomato,4,36,0.8,2617927136
1715,156,tomato,4,36,0.9,2617927136
1716,156,tomato,4,36,1.0,2617927136
1717,157,tomato,4,37,0.0,954961634
1718,157,tomato,4,37,0.1,954961634
1719,157,tomato,4,37,0.2,954961634
1720,157,tomato,4,37,0.3,954961634
1721,157,tomato,4,37,0.4,954961634
1722,157,tomato,4,37,0.5,954961634
1723,157,tomato,4,37,0.6,954961634
1724,157,tomato,4,37,0.7,954961634
1725,157,tomato,4,37,0.8,954961634
1726,157,tomato,4,37,0.9,954961634
1727,157,tomato,4,37,1.0,954961634
1728,158,tomato,4,38,0.0,1067798947
1729,158,tomato,4,38,0.1,1067798947
1730,158,tomato,4,38,0.2,1067798947
1731,158,tomato,4,38,0.3,1067798947
1732,158,tomato,4,38,0.4,1067798947
1733,158,tomato,4,38,0.5,1067798947
1734,158,tomato,4,38,0.6,1067798947
1735,158,tomato,4,38,0.7,1067798947
1736,158,tomato,4,38,0.8,1067798947
1737,158,tomato,4,38,0.9,1067798947
1738,158,tomato,4,38,1.0,1067798947
1739,159,tomato,4,39,0.0,351141676
1740,159,tomato,4,39,0.1,351141676
1741,159,tomato,4,39,0.2,351141676
1742,159,tomato,4,39,0.3,351141676
1743,159,tomato,4,39,0.4,351141676
1744,159,tomato,4,39,0.5,351141676
1745,159,tomato,4,39,0.6,351141676
1746,159,tomato,4,39,0.7,351141676
1747,159,tomato,4,39,0.8,351141676
1748,159,tomato,4,39,0.9,351141676
1749,159,tomato,4,39,1.0,351141676
1750,160,tomato,4,40,0.0,795298761
1751,160,tomato,4,40,0.1,795298761
1752,160,tomato,4,40,0.2,795298761
1753,160,tomato,4,40,0.3,795298761
1754,160,tomato,4,40,0.4,795298761
1755,160,tomato,4,40,0.5,795298761
1756,160,tomato,4,40,0.6,795298761
1757,160,tomato,4,40,0.7,795298761
1758,160,tomato,4,40,0.8,795298761
1759,160,tomato,4,40,0.9,795298761
1760,160,tomato,4,40,1.0,795298761
1761,161,tomato,5,1,0.0,156905885
1762,161,tomato,5,1,0.1,156905885
1763,161,tomato,5,1,0.2,156905885
1764,161,tomato,5,1,0.3,156905885
1765,161,tomato,5,1,0.4,156905885
1766,161,tomato,5,1,0.5,156905885
1767,161,tomato,5,1,0.6,156905885
1768,161,tomato,5,1,0.7,156905885
1769,161,tomato,5,1,0.8,156905885
1770,161,tomato,5,1,0.9,156905885
1771,161,tomato,5,1,1.0,156905885
1772,162,tomato,5,2,0.0,3131295435
1773,162,tomato,5,2,0.1,3131295435
1774,162,tomato,5,2,0.2,3131295435
1775,162,tomato,5,2,0.3,3131295435
1776,162,tomato,5,2,0.4,3131295435
1777,162,tomato,5,2,0.5,3131295435
1778,162,tomato,5,2,0.6,3131295435
1779,162,tomato,5,2,0.7,3131295435
1780,162,tomato,5,2,0.8,3131295435
1781,162,tomato,5,2,0.9,3131295435
1782,162,tomato,5,2,1.0,3131295435
1783,163,tomato,5,3,0.0,1637363963
1784,163,tomato,5,3,0.1,1637363963
1785,163,tomato,5,3,0.2,1637363963
1786,163,tomato,5,3,0.3,1637363963
1787,163,tomato,5,3,0.4,1637363963
1788,163,tomato,5,3,0.5,1637363963
1789,163,tomato,5,3,0.6,1637363963
1790,163,tomato,5,3,0.7,1637363963
1791,163,tomato,5,3,0.8,1637363963
1792,163,tomato,5,3,0.9,1637363963
1793,163,tomato,5,3,1.0,1637363963
1794,164,tomato,5,4,0.0,3692650201
1795,164,tomato,5,4,0.1,3692650201
1796,164,tomato,5,4,0.2,3692650201
1797,164,tomato,5,4,0.3,3692650201
1798,164,tomato,5,4,0.4,3692650201
1799,164,tomato,5,4,0.5,3692650201
1800,164,tomato,5,4,0.6,3692650201
1801,164,tomato,5,4,0.7,3692650201
1802,164,tomato,5,4,0.8,3692650201
1803,164,tomato,5,4,0.9,3692650201
1804,164,tomato,5,4,1.0,3692650201
1805,165,tomato,5,5,0.0,261828105
1806,165,tomato,5,5,0.1,261828105
1807,165,tomato,5,5,0.2,261828105
1808,165,tomato,5,5,0.3,261828105
1809,165,tomato,5,5,0.4,261828105
1810,165,tomato,5,5,0.5,261828105
1811,165,tomato,5,5,0.6,261828105
1812,165,tomato,5,5,0.7,261828105
1813,165,tomato,5,5,0.8,261828105
1814,165,tomato,5,5,0.9,261828105
1815,165,tomato,5,5,1.0,261828105
1816,166,tomato,5,6,0.0,1028488220
1817,166,tomato,5,6,0.1,1028488220
1818,166,tomato,5,6,0.2,1028488220
1819,166,tomato,5,6,0.3,1028488220
1820,166,tomato,5,6,0.4,1028488220
1821,166,tomato,5,6,0.5,1028488220
1822,166,tomato,5,6,0.6,1028488220
1823,166,tomato,5,6,0.7,1028488220
1824,166,tomato,5,6,0.8,1028488220
1825,166,tomato,5,6,0.9,1028488220
1826,166,tomato,5,6,1.0,1028488220
1827,167,tomato,5,7,0.0,115187696
1828,167,tomato,5,7,0.1,115187696
1829,167,tomato,5,7,0.2,115187696
1830,167,tomato,5,7,0.3,115187696
1831,167,tomato,5,7,0.4,115187696
1832,167,tomato,5,7,0.5,115187696
1833,167,tomato,5,7,0.6,115187696
1834,167,tomato,5,7,0.7,115187696
1835,167,tomato,5,7,0.8,115187696
1836,167,tomato,5,7,0.9,115187696
1837,167,tomato,5,7,1.0,115187696
1838,168,tomato,5,8,0.0,1671188824
1839,168,tomato,5,8,0.1,1671188824
1840,168,tomato,5,8,0.2,1671188824
1841,168,tomato,5,8,0.3,1671188824
1842,168,tomato,5,8,0.4,1671188824
1843,168,tomato,5,8,0.5,1671188824
1844,168,tomato,5,8,0.6,1671188824
1845,168,tomato,5,8,0.7,1671188824
1846,168,tomato,5,8,0.8,1671188824
1847,168,tomato,5,8,0.9,1671188824
1848,168,tomato,5,8,1.0,1671188824
1849,169,tomato,5,9,0.0,1779920693
1850,169,tomato,5,9,0.1,1779920693
1851,169,tomato,5,9,0.2,1779920693
1852,169,tomato,5,9,0.3,1779920693
1853,169,tomato,5,9,0.4,1779920693
1854,169,tomato,5,9,0.5,1779920693
1855,169,tomato,5,9,0.6,1779920693
1856,169,tomato,5,9,0.7,1779920693
1857,169,tomato,5,9,0.8,1779920693
1858,169,tomato,5,9,0.9,1779920693
1859,169,tomato,5,9,1.0,1779920693
1860,170,tomato,5,10,0.0,4098885661
1861,170,tomato,5,10,0.1,4098885661
1862,170,tomato,5,10,0.2,4098885661
1863,170,tomato,5,10,0.3,4098885661
1864,170,tomato,5,10,0.4,4098885661
1865,170,tomato,5,10,0.5,4098885661
1866,170,tomato,5,10,0.6,4098885661
1867,170,tomato,5,10,0.7,4098885661
1868,170,tomato,5,10,0.8,4098885661
1869,170,tomato,5,10,0.9,4098885661
1870,170,tomato,5,10,1.0,4098885661
1871,171,tomato,5,11,0.0,2436911364
1872,171,tomato,5,11,0.1,2436911364
1873,171,tomato,5,11,0.2,2436911364
1874,171,tomato,5,11,0.3,2436911364
1875,171,tomato,5,11,0.4,2436911364
1876,171,tomato,5,11,0.5,2436911364
1877,171,tomato,5,11,0.6,2436911364
1878,171,tomato,5,11,0.7,2436911364
1879,171,tomato,5,11,0.8,2436911364
1880,171,tomato,5,11,0.9,2436911364
1881,171,tomato,5,11,1.0,2436911364
1882,172,tomato,5,12,0.0,2792248341
1883,172,tomato,5,12,0.1,2792248341
1884,172,tomato,5,12,0.2,2792248341
1885,172,tomato,5,12,0.3,2792248341
1886,172,tomato,5,12,0.4,2792248341
1887,172,tomato,5,12,0.5,2792248341
1888,172,tomato,5,12,0.6,2792248341
1889,172,tomato,5,12,0.7,2792248341
1890,172,tomato,5,12,0.8,2792248341
1891,172,tomato,5,12,0.9,2792248341
1892,172,tomato,5,12,1.0,2792248341
1893,173,tomato,5,13,0.0,3521785742
1894,173,tomato,5,13,0.1,3521785742
1895,173,tomato,5,13,0.2,3521785742
1896,173,tomato,5,13,0.3,3521785742
1897,173,tomato,5,13,0.4,3521785742
1898,173,tomato,5,13,0.5,3521785742
1899,173,tomato,5,13,0.6,3521785742
1900,173,tomato,5,13,0.7,3521785742
1901,173,tomato,5,13,0.8,3521785742
1902,173,tomato,5,13,0.9,3521785742
1903,173,tomato,5,13,1.0,3521785742
1904,174,tomato,5,14,0.0,545319775
1905,174,tomato,5,14,0.1,545319775
1906,174,tomato,5,14,0.2,545319775
1907,174,tomato,5,14,0.3,545319775
1908,174,tomato,5,14,0.4,545319775
1909,174,tomato,5,14,0.5,545319775
1910,174,tomato,5,14,0.6,545319775
1911,174,tomato,5,14,0.7,545319775
1912,174,tomato,5,14,0.8,545319775
1913,174,tomato,5,14,0.9,545319775
1914,174,tomato,5,14,1.0,545319775
1915,175,tomato,5,15,0.0,3252967790
1916,175,tomato,5,15,0.1,3252967790
1917,175,tomato,5,15,0.2,3252967790
1918,175,tomato,5,15,0.3,3252967790
1919,175,tomato,5,15,0.4,3252967790
1920,175,tomato,5,15,0.5,3252967790
1921,175,tomato,5,15,0.6,3252967790
1922,175,tomato,5,15,0.7,3252967790
1923,175,tomato,5,15,0.8,3252967790
1924,175,tomato,5,15,0.9,3252967790
1925,175,tomato,5,15,1.0,3252967790
1926,176,tomato,5,16,0.0,1520532768
1927,176,tomato,5,16,0.1,1520532768
1928,176,tomato,5,16,0.2,1520532768
1929,176,tomato,5,16,0.3,1520532768
1930,176,tomato,5,16,0.4,1520532768
1931,176,tomato,5,16,0.5,1520532768
1932,176,tomato,5,16,0.6,1520532768
1933,176,tomato,5,16,0.7,1520532768
1934,176,tomato,5,16,0.8,1520532768
1935,176,tomato,5,16,0.9,1520532768
1936,176,tomato,5,16,1.0,1520532768
1937,177,tomato,5,17,0.0,3314752767
1938,177,tomato,5,17,0.1,3314752767
1939,177,tomato,5,17,0.2,3314752767
1940,177,tomato,5,17,0.3,3314752767
1941,177,tomato,5,17,0.4,3314752767
1942,177,tomato,5,17,0.5,3314752767
1943,177,tomato,5,17,0.6,3314752767
1944,177,tomato,5,17,0.7,3314752767
1945,177,tomato,5,17,0.8,3314752767
1946,177,tomato,5,17,0.9,3314752767
1947,177,tomato,5,17,1.0,3314752767
1948,178,tomato,5,18,0.0,992812702
1949,178,tomato,5,18,0.1,992812702
1950,178,tomato,5,18,0.2,992812702
1951,178,tomato,5,18,0.3,992812702
1952,178,tomato,5,18,0.4,992812702
1953,178,tomato,5,18,0.5,992812702
1954,178,tomato,5,18,0.6,992812702
1955,178,tomato,5,18,0.7,992812702
1956,178,tomato,5,18,0.8,992812702
1957,178,tomato,5,18,0.9,992812702
1958,178,tomato,5,18,1.0,992812702
1959,179,tomato,5,19,0.0,1127892632
1960,179,tomato,5,19,0.1,1127892632
1961,179,tomato,5,19,0.2,1127892632
1962,179,tomato,5,19,0.3,1127892632
1963,179,tomato,5,19,0.4,1127892632
1964,179,tomato,5,19,0.5,1127892632
1965,179,tomato,5,19,0.6,1127892632
1966,179,tomato,5,19,0.7,1127892632
1967,179,tomato,5,19,0.8,1127892632
1968,179,tomato,5,19,0.9,1127892632
1969,179,tomato,5,19,1.0,1127892632
1970,180,tomato,5,20,0.0,2030292205
1971,180,tomato,5,20,0.1,2030292205
1972,180,tomato,5,20,0.2,2030292205
1973,180,tomato,5,20,0.3,2030292205
