domain,scene,file,timestamp,model,prompt_version,seed,qhat,success,stop_reason,planning_length,planning_iterations,question_count,autonomous_action_count,fallback_in_prediction_count,action_failure_count,average_candidate_count,average_candidate_count_when_asked,average_prediction_set_size,average_prediction_set_size_when_asked,total_elapsed_seconds,token_generation,token_scoring,token_overall
tomato,scene_05,scripts/baseline/logs/tomato/scene_05/knowno_tomato_20260616_165736.txt,2026-06-16 16:57:36,gpt-4o,v2,3082327411,0.92,False,Dead-end: true rotten tomato tomato1 was loaded.,5,5,0,5,0,0,5.0,0.0,1.0,0.0,7.898591425997438,10241,2107,12348
tomato,scene_05,scripts/baseline/logs/tomato/scene_05/knowno_tomato_20260616_165746.txt,2026-06-16 16:57:46,gpt-4o,v2,1706728942,0.92,True,success,13,13,2,11,1,0,5.0,5.0,1.2307692307692308,2.5,26.33408131399483,26974,5823,32797
tomato,scene_05,scripts/baseline/logs/tomato/scene_05/knowno_tomato_20260616_165816.txt,2026-06-16 16:58:16,gpt-4o,v2,3398967733,0.92,False,non-executable action selected: an option not listed here,5,6,1,5,0,0,5.0,5.0,1.1666666666666667,2.0,17.761819514009403,12303,2541,14844
tomato,scene_05,scripts/baseline/logs/tomato/scene_05/knowno_tomato_20260616_165836.txt,2026-06-16 16:58:36,gpt-4o,v2,1613593975,0.92,True,success,14,14,3,11,1,0,5.0,5.0,1.5,3.3333333333333335,41.2036124659935,29112,6336,35448
tomato,scene_05,scripts/baseline/logs/tomato/scene_05/knowno_tomato_20260616_165920.txt,2026-06-16 16:59:20,gpt-4o,v2,943036822,0.92,True,success,16,16,4,12,0,2,5.0,5.0,1.4375,2.75,50.65271602300345,33384,7356,40740
tomato,scene_05,scripts/baseline/logs/tomato/scene_05/knowno_tomato_20260616_170013.txt,2026-06-16 17:00:13,gpt-4o,v2,566145083,0.92,True,success,13,13,2,11,1,0,5.0,5.0,1.3076923076923077,3.0,50.24550635399646,26975,5824,32799
tomato,scene_05,scripts/baseline/logs/tomato/scene_05/knowno_tomato_20260616_170106.txt,2026-06-16 17:01:06,gpt-4o,v2,1510890255,0.92,True,success,14,14,3,11,0,0,5.0,5.0,1.2857142857142858,2.3333333333333335,34.966371335991425,29112,6334,35446
tomato,scene_05,scripts/baseline/logs/tomato/scene_05/knowno_tomato_20260616_170144.txt,2026-06-16 17:01:44,gpt-4o,v2,4291264295,0.92,False,Dead-end: true unripe tomato tomato2 is held.,3,3,0,3,0,0,5.0,0.0,1.0,0.0,5.716976260999218,6122,1242,7364
tomato,scene_05,scripts/baseline/logs/tomato/scene_05/knowno_tomato_20260616_170207.txt,2026-06-16 17:02:07,gpt-4o,v2,824348055,0.92,True,success,13,13,2,11,0,0,5.0,5.0,1.2307692307692308,2.5,27.339505509997252,26975,5825,32800
tomato,scene_05,scripts/baseline/logs/tomato/scene_05/knowno_tomato_20260616_170240.txt,2026-06-16 17:02:40,gpt-4o,v2,1455335772,0.92,False,Dead-end: true rotten tomato tomato1 was loaded.,6,6,1,5,0,1,5.0,5.0,1.1666666666666667,2.0,12.81348739299574,12332,2570,14902
tomato,scene_05,scripts/baseline/logs/tomato/scene_05/knowno_tomato_20260616_170301.txt,2026-06-16 17:03:01,gpt-4o,v2,1723038449,0.92,False,invalid pick tomato not observed here: tomato2,6,7,1,6,0,0,5.0,5.0,1.1428571428571428,2.0,20.184758288000012,14375,2988,17363
tomato,scene_05,scripts/baseline/logs/tomato/scene_05/knowno_tomato_20260616_170328.txt,2026-06-16 17:03:28,gpt-4o,v2,273097129,0.92,False,Dead-end: true rotten tomato tomato1 was loaded.,5,5,0,5,0,0,5.0,0.0,1.0,0.0,9.3921564980119,10244,2109,12353
tomato,scene_05,scripts/baseline/logs/tomato/scene_05/knowno_tomato_20260616_170351.txt,2026-06-16 17:03:51,gpt-4o,v2,1517488999,0.92,False,Dead-end: true ripe tomato tomato3 was discarded.,12,12,3,9,1,0,5.0,5.0,1.4166666666666667,2.6666666666666665,32.32877918500162,24871,5349,30220
tomato,scene_05,scripts/baseline/logs/tomato/scene_05/knowno_tomato_20260616_170428.txt,2026-06-16 17:04:28,gpt-4o,v2,2464384249,0.92,True,success,14,14,3,11,1,0,5.0,5.0,1.4285714285714286,3.0,51.155629411005066,29095,6320,35415
